,EUR,GBP,AUD,NZD,USD,CAD,CHF,JPY
1999-12-07,4.02,6.161664956727944,5.9,,5.95,,2.875,0.379
1999-12-08,4.05,6.185185660649501,5.83,,5.98,,2.848,0.362
1999-12-09,4.07,6.122592608445975,5.9,,5.96,,2.826,0.343
1999-12-10,4.04,6.090944077534261,5.92,,5.93,,2.845,0.356
1999-12-13,4.02,6.1191505829674515,5.92,,5.96,,2.689,0.336
1999-12-14,4.06,6.162586660301411,5.93,,6.07,,2.711,0.347
1999-12-15,4.08,6.1625622079596365,6.03,,6.1,,2.7,0.338
1999-12-16,4.16,6.246488449383202,6.15,,6.15,,2.651,0.345
1999-12-17,4.22,6.265142217994645,6.15,,6.15,,2.677,0.341
1999-12-20,4.21,6.254812703147341,6.12,,6.21,,2.692,0.354
1999-12-21,4.21,6.244243448226686,6.16,,6.21,,2.699,0.36
1999-12-22,4.23,6.298435011840626,6.15,,6.24,,2.628,0.375
1999-12-23,4.2,6.30117745572238,6.19,,6.24,,2.635,
1999-12-24,,6.30219872196882,6.2,,,,,0.395
1999-12-27,4.22,,,,6.21,,2.681,0.396
1999-12-28,4.23,,,,6.23,,2.593,0.37
1999-12-29,4.22,6.296132799556975,6.31,,6.21,,2.579,0.365
1999-12-30,4.26,6.344820655169086,6.23,,6.19,,2.539,0.36
1999-12-31,,,6.26,,6.24,,,
2000-01-03,4.31,,,,6.38,,,
2000-01-04,4.39,6.478684877765507,6.44,,6.3,,2.643,0.402
2000-01-05,4.39,6.50312072687283,6.37,,6.38,,2.622,0.38
2000-01-06,4.38,6.498822410069764,6.46,,6.35,,2.639,0.388
2000-01-07,4.34,6.454178060469272,6.47,,6.31,,2.653,0.406
2000-01-10,4.27,6.409500192326289,6.51,,6.38,,2.62,
2000-01-11,4.32,6.468880469646126,6.56,,6.45,,2.649,0.421
2000-01-12,4.37,6.48519448444011,6.6,,6.49,,2.688,0.454
2000-01-13,4.36,6.445830678244489,6.58,,6.4,,2.688,0.437
2000-01-14,4.32,6.450736877341423,6.58,,6.44,,2.67,0.414
2000-01-17,4.35,6.498625894719673,6.62,,,,2.671,0.422
2000-01-18,4.38,6.551954074487936,6.57,,6.47,,2.67,0.417
2000-01-19,4.39,6.509766209765645,6.64,,6.46,,2.739,0.414
2000-01-20,4.38,6.529447366030412,6.6,,6.49,,2.737,0.419
2000-01-21,4.36,6.514962531435078,6.63,,6.48,,2.753,0.41
2000-01-24,4.38,6.505645612504945,6.65,,6.43,,2.769,0.392
2000-01-25,4.37,6.471215331740255,6.63,,6.44,,2.783,0.376
2000-01-26,4.36,6.424768760390623,,,6.45,,2.782,0.375
2000-01-27,4.42,6.499034026643227,6.6,,6.51,,2.759,0.371
2000-01-28,4.48,6.522153727897212,6.55,,6.58,,2.815,0.371
2000-01-31,4.48,6.474908605181265,6.59,,6.61,,2.829,0.403
2000-02-01,4.47,6.4099223443267395,6.57,,6.6,,2.842,0.426
2000-02-02,4.43,6.387281882577516,6.75,,6.63,,2.868,0.453
2000-02-03,4.46,6.3759738662166425,6.76,,6.56,,2.894,0.447
2000-02-04,4.4,6.421318569802438,6.67,,6.63,,2.967,0.421
2000-02-07,4.5,6.442075610070652,6.72,,6.68,,2.964,0.43
2000-02-08,4.49,6.4116859164950775,6.71,,6.69,,2.973,0.439
2000-02-09,4.5,6.424177673508098,6.6,,6.69,,2.982,0.43
2000-02-10,4.5,6.417389201581882,6.54,,6.67,,2.988,0.433
2000-02-11,4.53,6.353596638325829,6.61,,6.65,,2.984,
2000-02-14,4.52,6.279396983362907,6.59,,6.62,,2.96,0.428
2000-02-15,4.51,6.31560524991916,6.55,,6.66,,2.96,0.414
2000-02-16,4.54,6.4414593168678955,6.62,,6.63,,3.128,0.411
2000-02-17,4.51,6.3812366943303935,6.62,,6.69,,3.098,0.417
2000-02-18,4.6,6.364575595080099,6.66,,6.66,,3.156,0.398
2000-02-21,4.62,6.309487182572258,6.53,,,,3.194,0.385
2000-02-22,4.56,6.26507288011548,6.48,,6.57,,3.164,0.391
2000-02-23,4.53,6.288099959448958,6.45,,6.61,,3.172,0.391
2000-02-24,4.5,6.25152401302671,6.42,,6.52,,3.18,0.407
2000-02-25,4.43,6.261961405533023,6.28,,6.45,,3.208,0.412
2000-02-28,4.5,6.279954096637886,6.32,,6.47,,3.189,0.404
2000-02-29,4.51,6.3025625256957465,6.34,,6.53,,3.25,0.409
2000-03-01,4.53,6.257628092414368,6.21,,6.52,,3.233,0.405
2000-03-02,4.55,6.268723961466591,6.23,,6.52,,3.265,0.413
2000-03-03,4.56,6.242921909516691,6.27,,6.5,,3.266,0.425
2000-03-06,4.55,6.210264126761935,6.35,,6.55,,3.26,0.429
2000-03-07,4.55,6.203931437295034,6.4,,6.48,,3.22,0.439
2000-03-08,4.56,6.2126820325207355,6.34,,6.5,,3.216,0.424
2000-03-09,4.55,6.197920153852175,6.39,,6.48,,3.268,0.434
2000-03-10,4.51,6.218184702551054,6.34,,6.55,,3.261,0.44
2000-03-13,4.55,6.204510125580791,6.38,,6.52,,3.267,0.441
2000-03-14,4.56,6.231990138454501,6.29,,6.48,,3.277,0.441
2000-03-15,4.57,6.244088127342505,6.16,,6.5,,3.263,0.446
2000-03-16,4.58,6.1953235955217325,6.18,,6.5,,3.322,0.462
2000-03-17,4.52,6.188026180888281,6.2,,6.5,,3.306,0.468
2000-03-20,4.51,6.172582846956803,6.24,,6.52,,3.318,
2000-03-21,4.48,6.181562669653331,6.21,,6.5,,3.3,0.491
2000-03-22,4.48,6.195134158409175,6.19,,6.5,,3.289,0.472
2000-03-23,4.47,6.219475066091253,6.27,,6.52,,3.329,0.457
2000-03-24,4.48,6.22200789103338,6.36,,6.64,,3.432,0.473
2000-03-27,4.53,6.359637638826947,6.45,,6.66,,3.431,0.5
2000-03-28,4.53,6.319531963758473,6.4,,6.6,,3.463,0.501
2000-03-29,4.52,6.316382521031795,6.42,,6.59,,3.522,0.507
2000-03-30,4.53,6.281426708045729,6.43,,6.52,,3.512,0.501
2000-03-31,4.48,6.273429639448952,6.27,,6.5,,3.637,0.493
2000-04-03,4.5,6.2358015200660075,6.31,,6.45,,3.549,0.491
2000-04-04,4.47,6.259912968830057,6.3,,6.35,,3.547,0.482
2000-04-05,4.42,6.211955788838791,6.24,,6.35,,3.505,0.473
2000-04-06,4.41,6.240701367593462,6.2,,6.38,,3.43,0.462
2000-04-07,4.46,6.193049945811747,6.27,,6.38,,3.456,0.453
2000-04-10,4.45,6.207516580806181,6.21,,6.31,,3.419,0.466
2000-04-11,4.44,6.1624980681244015,6.18,,6.36,,3.404,0.466
2000-04-12,4.49,6.189556104623962,6.19,,6.4,,3.428,0.468
2000-04-13,4.5,6.170836042428529,6.15,,6.4,,3.485,0.515
2000-04-14,4.51,6.175246562065707,6.07,,6.27,,3.47,0.51
2000-04-17,4.49,6.1584579706237195,5.93,,6.33,,3.441,0.47
2000-04-18,4.51,6.169620008530843,6.01,,6.33,,3.465,0.472
2000-04-19,4.54,6.186898009122928,6.03,,6.33,,3.476,0.468
2000-04-20,4.57,6.213788434019569,6.06,,6.38,,3.521,0.478
2000-04-21,,,,,,,,0.469
2000-04-24,,,,,6.36,,,0.456
2000-04-25,4.63,6.230466147069615,,,6.48,,3.547,0.441
2000-04-26,4.66,6.180810177016787,6.18,,6.5,,3.63,0.431
2000-04-27,4.64,6.141412992287268,6.25,,6.63,,3.654,0.432
2000-04-28,4.7,6.06920643271333,6.33,,6.68,,3.765,0.437
2000-05-01,,,6.44,,6.73,,,0.427
2000-05-02,4.73,6.070553501321979,6.39,,6.72,,3.769,0.424
2000-05-03,4.81,6.070521639263141,6.39,,6.73,,3.763,
2000-05-04,4.93,6.131935265585273,6.38,,6.77,,3.761,
2000-05-05,4.9,6.16015595831509,6.34,,6.84,,3.793,
2000-05-08,4.9,6.162608474121333,6.34,,6.87,,3.787,0.415
2000-05-09,4.89,6.135893895236933,6.38,,6.86,,3.783,0.401
2000-05-10,4.87,6.132726316158522,6.34,,6.84,,3.799,0.399
2000-05-11,4.87,6.234078776575307,6.26,,6.82,,3.761,0.386
2000-05-12,4.99,6.257484268438166,6.26,,6.91,,3.825,0.39
2000-05-15,4.99,6.253122664932942,6.34,,6.88,,3.858,0.396
2000-05-16,4.97,6.262792636730505,6.31,,6.89,,3.869,0.401
2000-05-17,5.05,6.267275310313626,6.39,,6.9,,3.904,0.411
2000-05-18,5.09,6.223980032536252,6.45,,6.93,,3.984,0.392
2000-05-19,5.1,6.202577143924006,6.43,,6.86,,3.957,0.398
2000-05-22,5.09,6.149919406028249,6.3,,6.81,,3.929,0.381
2000-05-23,5.03,6.2034193370880395,6.22,,6.83,,3.938,0.381
2000-05-24,4.98,6.200300568219526,6.22,,6.79,,3.904,0.372
2000-05-25,4.99,6.161970644621214,6.25,,6.71,,3.904,0.373
2000-05-26,4.95,6.144486081904656,6.15,,6.69,,3.924,0.373
2000-05-29,4.93,,6.09,,,,3.867,0.374
2000-05-30,4.92,6.170120284782913,6.11,,6.74,,3.817,0.401
2000-05-31,5.02,6.136495847390316,6.11,,6.69,,3.879,0.403
2000-06-01,5.03,6.104408153929863,6.0,,6.61,,,0.416
2000-06-02,4.97,6.022443882690263,5.98,,6.52,,3.857,0.439
2000-06-05,4.84,6.054659334079205,5.96,,6.49,,3.836,0.472
2000-06-06,4.85,6.059454224046502,5.95,,6.51,,3.823,0.478
2000-06-07,4.79,6.051515433171219,5.95,,6.52,,3.809,0.476
2000-06-08,4.84,6.097542931364041,5.98,,6.56,,3.81,0.477
2000-06-09,5.04,6.075920479964654,5.92,,6.56,,3.847,0.45
2000-06-12,5.02,6.075072259573595,,,6.52,,,0.458
2000-06-13,5.02,6.067536142853644,5.85,,6.49,,3.855,0.453
2000-06-14,4.93,6.007141301284982,5.93,,6.44,,3.897,0.459
2000-06-15,4.92,5.978718375400076,5.95,,6.44,,3.917,0.445
2000-06-16,4.86,5.935706486049785,5.94,,6.38,,3.872,0.422
2000-06-19,4.83,5.910163544052292,5.91,,6.4,,3.849,0.42
2000-06-20,4.89,5.926392104998546,5.95,,6.43,,3.86,0.44
2000-06-21,4.97,5.988879660440502,6.01,,6.5,,3.871,0.466
2000-06-22,5.04,5.976294676465881,6.03,,6.5,,3.865,0.471
2000-06-23,5.04,6.005063397310877,5.98,,6.55,,3.844,0.482
2000-06-26,5.08,6.008527165914771,5.99,,6.5,,3.847,0.509
2000-06-27,5.03,6.004103615311983,5.96,,6.5,,3.859,0.51
2000-06-28,5.05,6.003711383649853,5.97,,6.43,,3.83,0.5
2000-06-29,5.05,5.946053800993653,5.93,,6.37,,3.769,0.525
2000-06-30,4.99,5.942865288243262,5.89,,6.38,,3.8,0.524
2000-07-03,5.05,5.948627116613624,5.92,,6.31,,3.833,0.526
2000-07-04,5.04,5.9101089437828405,5.83,,,,3.817,0.507
2000-07-05,5.04,5.859380058591159,5.83,,6.29,,3.801,0.513
2000-07-06,4.97,5.896902479281374,5.855,,6.34,,3.767,0.499
2000-07-07,5.05,5.844066316651856,5.875,,6.29,,3.744,0.505
2000-07-10,5.05,5.873728375682761,5.81,,6.31,,3.727,0.507
2000-07-11,5.06,5.891374156907052,5.865,,6.32,,3.745,0.525
2000-07-12,5.06,5.857778575930416,5.875,,6.34,,3.734,0.538
2000-07-13,5.13,5.85793874646047,5.935,,6.31,,3.76,0.485
2000-07-14,5.12,5.875878654530926,5.88,,6.41,,3.777,0.486
2000-07-17,5.17,5.8883395330319095,5.96,,6.46,,3.809,0.489
2000-07-18,5.16,5.910748948642608,5.965,,6.44,,3.835,0.472
2000-07-19,5.22,5.919423937645494,6.0,,6.46,,3.867,0.477
2000-07-20,5.22,5.958569552948456,6.01,,6.32,,3.844,
2000-07-21,5.16,5.953695196054098,5.89,,6.32,,3.834,0.479
2000-07-24,5.18,5.980290270942958,5.875,,6.35,,3.891,0.475
2000-07-25,5.15,5.947729846953391,5.93,,6.35,,3.847,0.481
2000-07-26,5.15,5.908091954159002,5.975,,6.29,,3.826,0.471
2000-07-27,5.16,5.909384420406254,6.055,,6.27,,3.878,0.461
2000-07-28,5.17,5.9726718555825915,6.12,,6.3,,3.92,0.446
2000-07-31,5.16,5.96969118490817,6.165,,6.3,,3.943,0.448
2000-08-01,5.14,5.9799887429217105,6.175,,6.27,,,0.455
2000-08-02,5.12,5.987925775352467,6.275,,6.23,,3.965,0.456
2000-08-03,5.15,5.947896396815394,6.26,,6.22,,3.961,0.456
2000-08-04,5.14,5.942449084425853,6.24,,6.15,,3.953,0.457
2000-08-07,5.09,5.9245844251510835,6.185,,6.2,,3.946,0.453
2000-08-08,5.1,5.924884671571345,6.2,,6.16,,3.913,0.469
2000-08-09,5.13,5.90564668866738,6.185,,6.18,,3.908,0.504
2000-08-10,5.1,5.909365971343886,6.265,,6.16,,3.895,0.535
2000-08-11,5.15,5.920676553203132,6.27,,6.25,,3.884,0.521
2000-08-14,5.2,5.961113589375764,6.335,,6.25,,3.862,0.53
2000-08-15,5.21,5.961473038987354,6.335,,6.28,,3.848,0.546
2000-08-16,5.27,5.988364415041552,6.345,,6.3,,3.884,0.557
2000-08-17,5.26,6.013564626869093,6.415,,6.3,,3.898,0.547
2000-08-18,5.26,5.984478226151559,6.435,,6.27,,3.887,0.548
2000-08-21,5.32,5.993565392256495,6.39,,6.28,,3.872,0.556
2000-08-22,5.3,5.995006559609947,6.375,,6.27,,3.887,0.566
2000-08-23,5.28,5.967330341175614,6.435,,6.2,,3.881,0.592
2000-08-24,5.25,5.945006624340653,6.39,,6.19,,3.866,0.597
2000-08-25,5.29,5.951029784468778,6.4,,6.19,,3.832,0.613
2000-08-28,5.28,,6.38,,6.23,,3.818,0.63
2000-08-29,5.29,5.9973338789842305,6.415,,6.26,,3.81,0.652
2000-08-30,5.3,5.9892546440314645,6.465,,6.24,,3.797,0.646
2000-08-31,5.26,5.988710618637713,6.415,,6.18,,3.804,0.645
2000-09-01,5.22,5.938711178657508,6.275,,6.09,,3.747,0.662
2000-09-04,5.13,5.943166043439393,6.165,,,,3.698,0.658
2000-09-05,5.16,5.954171320637075,6.21,,6.09,,3.685,0.661
2000-09-06,5.2,5.930167514438484,6.25,,6.11,,3.698,0.667
2000-09-07,5.25,5.890563948566349,6.305,,6.14,,3.716,0.66
2000-09-08,5.22,5.910065822665875,6.315,,6.11,,3.72,0.628
2000-09-11,5.26,5.91231699621237,6.275,,6.12,,3.721,0.62
2000-09-12,5.22,5.936131452158225,6.3,,6.12,,3.701,0.611
2000-09-13,5.19,5.930813640525606,6.27,,6.09,,3.7,0.612
2000-09-14,5.15,5.91608285181868,6.285,,6.11,,3.698,0.623
2000-09-15,5.12,5.920951823347249,6.25,,6.07,,3.659,
2000-09-18,5.12,5.900380058138891,6.305,,6.04,,3.658,0.623
2000-09-19,5.07,5.871928389232478,6.295,,6.05,,3.645,0.619
2000-09-20,5.09,5.880099699118018,6.31,,6.11,,3.601,0.624
2000-09-21,5.08,5.860165050509193,6.34,,6.11,,3.624,0.635
2000-09-22,5.04,5.825984247799095,6.22,,6.09,,3.574,0.619
2000-09-25,5.08,5.8652605697840885,6.255,,6.11,,3.602,0.631
2000-09-26,5.12,5.859220633631651,6.25,,6.07,,3.612,0.646
2000-09-27,5.09,5.859946566909155,6.26,,6.0,,3.613,0.646
2000-09-28,5.09,5.850915281455018,6.23,,6.02,,3.63,0.655
2000-09-29,5.1,5.788674289537448,6.235,,5.98,,3.615,0.646
2000-10-02,5.06,5.782093050027796,6.13,,5.98,,3.615,0.641
2000-10-03,,5.786301000663738,6.165,,6.0,,3.602,0.631
2000-10-04,5.05,5.796168332948503,6.145,,6.03,,3.591,0.627
2000-10-05,5.1,5.795448286246004,6.125,,6.02,,3.53,0.62
2000-10-06,5.1,5.79653508482246,6.11,,5.98,,3.584,0.618
2000-10-09,5.08,5.763920987008547,6.005,,,,3.587,
2000-10-10,5.09,5.802824923967152,6.07,,5.98,,3.576,0.615
2000-10-11,5.06,5.7679144054988924,6.055,,5.93,,3.572,0.604
2000-10-12,5.05,5.732791353657883,6.07,,5.86,,3.556,0.604
2000-10-13,4.99,5.705432231514768,5.975,,5.84,,3.547,0.586
2000-10-16,5.06,5.716927201742334,6.035,,5.89,,3.557,0.584
2000-10-17,5.06,5.721887160874711,6.05,,5.83,,3.578,0.59
2000-10-18,5.04,5.684623626941596,6.01,,5.82,,3.608,0.591
2000-10-19,5.08,5.685379269530306,6.015,,5.86,,3.558,0.583
2000-10-20,5.12,5.687148391956022,5.98,,5.84,,3.56,0.579
2000-10-23,5.11,5.69256406205202,5.95,,5.82,,3.558,0.59
2000-10-24,5.13,5.678362675472162,5.925,,5.86,,3.556,0.594
2000-10-25,5.13,5.6905778539211225,5.9,,5.87,,3.565,0.59
2000-10-26,5.14,5.680433554487325,6.01,,5.9,,3.553,0.58
2000-10-27,5.13,5.707193908618916,6.025,,5.94,,3.559,0.575
2000-10-30,5.11,5.69906398166157,6.045,,5.97,,3.571,0.571
2000-10-31,5.12,5.700166202809059,6.085,,5.94,,3.578,0.571
2000-11-01,5.1,5.664756708367042,6.045,,5.88,,3.578,0.579
2000-11-02,5.08,5.634317446052253,6.02,,5.87,,3.555,0.564
2000-11-03,5.07,5.631138552778487,6.015,,5.94,,3.562,
2000-11-06,5.1,5.6226406375052065,6.045,,5.99,,3.557,0.563
2000-11-07,5.1,5.623707541207092,6.035,,5.99,,3.561,0.567
2000-11-08,5.11,5.621484495051821,5.98,,5.99,,3.561,0.581
2000-11-09,5.11,5.612634386517322,5.96,,5.94,,3.581,0.579
2000-11-10,5.08,5.601389628863539,5.935,,5.92,,3.558,0.582
2000-11-13,5.04,5.565802113560654,5.885,,5.9,,3.542,0.572
2000-11-14,5.01,5.549328263040652,5.87,,5.92,,3.514,0.583
2000-11-15,5.03,5.505181215259238,5.895,,5.9,,3.541,0.579
2000-11-16,4.99,5.479515775469479,5.895,,5.87,,3.538,0.571
2000-11-17,4.99,5.484817661160402,5.825,,5.88,,3.546,0.562
2000-11-20,5.03,5.483317052739111,5.855,,5.87,,3.542,0.555
2000-11-21,5.04,5.501691076142101,5.845,,5.86,,3.561,0.555
2000-11-22,5.02,5.44188499012886,5.845,,5.85,,3.584,0.555
2000-11-23,5.02,5.4297028264091365,5.825,,,,3.594,
2000-11-24,5.04,5.436794509202536,5.84,,5.86,,3.639,0.555
2000-11-27,5.04,5.440812482121241,5.875,,5.86,,3.646,0.56
2000-11-28,5.0,5.41967789184817,5.835,,5.79,,3.654,0.56
2000-11-29,4.96,5.392284044972219,5.775,,5.69,,3.647,0.555
2000-11-30,4.9,5.370920912497633,5.71,,5.61,,3.614,0.545
2000-12-01,4.88,5.366681856543717,5.67,,5.62,,3.584,0.555
2000-12-04,4.82,5.346266886307691,5.65,,5.59,,3.582,0.569
2000-12-05,4.86,5.348235993760419,5.58,,5.49,,3.55,0.566
2000-12-06,4.74,5.303674412733796,5.55,,5.42,,3.507,0.572
2000-12-07,4.71,5.293797558460404,5.415,,5.45,,3.45,0.55
2000-12-08,4.72,5.31498077084503,5.41,,5.5,,3.462,0.563
2000-12-11,4.79,5.309492800047624,5.455,,5.52,,3.453,0.606
2000-12-12,4.79,5.304660804248784,5.445,,5.54,,3.404,0.593
2000-12-13,4.74,5.291126808851687,5.39,,5.45,,3.386,0.591
2000-12-14,4.69,5.328136494361071,5.32,,5.43,,3.34,0.564
2000-12-15,4.67,5.341334091045837,5.31,,5.38,,3.311,0.555
2000-12-18,4.64,5.338695491062314,5.28,,5.33,,3.251,0.563
2000-12-19,4.64,5.353439576862331,5.32,,5.35,,3.228,0.559
2000-12-20,4.57,5.24632300352238,5.33,,5.24,,3.234,0.555
2000-12-21,4.55,5.205517702531453,5.26,,5.14,,3.206,0.533
2000-12-22,4.55,5.195470293708635,5.24,,5.1,,3.235,0.517
2000-12-25,,,,,,,,0.51
2000-12-26,,,,,5.1,,,0.505
2000-12-27,4.51,5.181213391987958,5.245,,5.1,,3.222,0.499
2000-12-28,4.55,5.196344483326056,5.275,,5.18,,3.26,0.515
2000-12-29,4.51,5.170289364688855,5.265,,5.11,,3.232,0.515
2001-01-02,4.44,5.106456490895,5.22,,4.87,5.11,,
2001-01-03,4.36,5.089716222109493,5.075,,4.92,5.11,3.059,
2001-01-04,4.32,5.105950953391761,5.06,,4.77,4.99,3.071,0.475
2001-01-05,4.24,5.097658804973673,4.955,,4.56,4.88,3.049,0.454
2001-01-08,4.24,5.085497854138905,4.96,,4.54,4.89,3.012,
2001-01-09,4.3,5.127319053640927,4.97,,4.64,4.95,3.069,0.444
2001-01-10,4.37,5.14194287145298,4.95,,4.76,5.0,3.105,0.455
2001-01-11,4.38,5.144063439566862,4.945,,4.77,4.99,3.087,0.447
2001-01-12,4.42,5.185229488834977,4.955,,4.9,5.04,3.091,0.443
2001-01-15,4.48,5.15720880541977,5.05,,,5.04,3.122,0.448
2001-01-16,4.42,5.146384870227955,5.045,,4.89,5.07,3.115,0.444
2001-01-17,4.49,5.176088878686124,5.095,,4.84,5.06,3.153,0.445
2001-01-18,4.43,5.146348499760832,4.99,,4.72,4.99,3.184,0.426
2001-01-19,4.41,5.145890941909241,4.94,,4.75,4.99,3.132,0.416
2001-01-22,4.41,5.170848400948768,4.99,,4.75,5.04,3.144,0.378
2001-01-23,4.42,5.188412183202428,5.0,,4.82,5.04,3.175,0.377
2001-01-24,4.47,5.222744521179232,4.92,,4.81,5.08,3.177,0.387
2001-01-25,4.52,5.228152002285429,4.925,,4.78,5.03,3.222,0.377
2001-01-26,4.49,5.180923970448465,,,4.78,5.01,3.214,0.371
2001-01-29,4.52,5.168218009252803,4.875,,4.77,4.99,3.218,0.376
2001-01-30,4.5,5.139006936870961,4.88,,4.7,4.95,3.182,0.391
2001-01-31,4.39,5.085385516974402,4.805,,4.62,4.88,3.162,0.39
2001-02-01,4.37,5.1086599067320195,4.78,,4.55,4.87,3.144,0.396
2001-02-02,4.4,5.141354854000184,4.81,,4.65,4.96,3.145,0.417
2001-02-05,4.42,5.136197830510331,4.845,,4.68,4.96,3.132,0.401
2001-02-06,4.41,5.130251889282326,4.855,,4.72,4.95,3.137,0.405
2001-02-07,4.43,5.128115117859946,4.9,,4.7,4.94,3.142,0.395
2001-02-08,4.41,5.154520404652206,4.91,,4.73,4.95,3.157,0.365
2001-02-09,4.45,5.126782387666313,4.96,,4.67,4.92,3.197,0.339
2001-02-12,4.42,5.105018144717693,4.82,,4.67,4.94,3.174,
2001-02-13,4.41,5.094180194295394,4.84,,4.75,4.99,3.142,0.328
2001-02-14,4.45,5.139947378951865,4.92,,4.84,5.07,3.16,0.333
2001-02-15,4.48,5.19757357334927,5.07,,4.89,5.05,3.188,0.324
2001-02-16,4.49,5.163693593864271,5.04,,4.75,4.97,3.191,0.324
2001-02-19,4.49,5.143894597465291,4.925,,,4.95,3.192,0.306
2001-02-20,4.52,5.1109391943552245,4.925,,4.73,4.96,3.195,0.311
2001-02-21,4.51,5.095674096155341,4.94,,4.68,4.94,3.209,0.302
2001-02-22,4.55,5.094634724912335,4.895,,4.63,4.92,3.24,0.312
2001-02-23,4.55,5.0775293607435605,4.9,,4.53,4.88,3.23,0.278
2001-02-26,4.5,5.057147721011847,4.795,,4.46,4.81,3.211,0.248
2001-02-27,4.43,5.0336333863877645,4.815,,4.44,4.8,3.188,0.248
2001-02-28,4.36,5.032300556567771,4.79,,4.41,4.81,3.156,0.242
2001-03-01,4.35,5.040021492388748,4.805,,4.41,4.83,3.143,0.18
2001-03-02,4.39,5.055309207784302,4.805,,4.48,4.85,3.111,0.179
2001-03-05,4.41,5.078555108420885,4.735,,4.49,4.86,3.096,0.178
2001-03-06,4.44,5.089354191945738,4.735,,4.49,4.76,3.103,0.178
2001-03-07,4.4,5.089849850902718,4.625,,4.43,4.72,3.114,0.175
2001-03-08,4.38,5.046212895613307,4.625,,4.43,4.71,3.106,0.178
2001-03-09,4.37,5.025489065466603,4.58,,4.47,4.73,3.096,0.18
2001-03-12,4.4,4.993882862376154,4.59,,4.46,4.67,3.12,0.17
2001-03-13,4.4,4.99880756506549,4.535,,4.46,4.71,3.1,0.165
2001-03-14,4.4,4.923224635547638,4.51,,4.32,4.62,3.099,0.137
2001-03-15,4.32,4.893796919722198,4.46,,4.22,4.53,3.079,0.117
2001-03-16,4.28,4.832198891212457,4.455,,4.26,4.53,3.046,0.106
2001-03-19,4.28,4.815588913083968,4.415,,4.32,4.62,3.044,0.105
2001-03-20,4.3,4.85849519641013,4.465,,4.24,4.54,3.048,
2001-03-21,4.23,4.840878053266129,4.43,,4.21,4.54,3.05,0.085
2001-03-22,4.16,4.745093131971989,4.51,,4.17,4.52,3.055,0.084
2001-03-23,4.15,4.746215354773058,4.625,,4.24,4.58,2.971,0.105
2001-03-26,4.15,4.781142614379734,4.675,,4.27,4.61,2.938,0.104
2001-03-27,4.13,4.811169864584101,4.645,,4.41,4.74,2.938,0.127
2001-03-28,4.21,4.858924178188467,4.835,,4.3,4.69,2.965,0.148
2001-03-29,4.19,4.874507955911444,4.74,,4.27,4.73,2.978,0.149
2001-03-30,4.2,4.8641761318195345,4.7,,4.18,4.76,2.996,0.133
2001-04-02,4.16,4.821474518267973,4.655,,4.22,4.87,2.947,0.15
2001-04-03,4.21,4.806159070620416,4.74,,4.15,4.79,2.952,0.143
2001-04-04,4.17,4.805572794343183,4.59,,4.12,4.71,2.945,0.128
2001-04-05,4.23,4.824101279169744,4.705,,4.19,4.77,2.962,0.126
2001-04-06,4.23,4.783074952769285,4.78,,4.07,4.64,3.001,0.117
2001-04-09,4.16,4.76747511525036,4.69,,4.1,4.64,2.978,0.118
2001-04-10,4.17,4.816891135099036,4.74,,4.24,4.73,2.979,0.118
2001-04-11,4.24,4.939578381463325,4.845,,4.29,4.8,2.964,0.111
2001-04-12,4.42,4.968542212155808,4.915,,4.36,4.83,3.132,0.125
2001-04-13,,,,,,,,0.116
2001-04-16,,,,,4.49,4.88,,0.117
2001-04-17,4.44,4.984613339123833,4.9,,4.41,4.91,3.16,0.117
2001-04-18,4.52,5.003008268816842,4.955,,4.26,4.73,3.191,0.123
2001-04-19,4.41,4.984317579984827,4.725,,4.29,4.77,3.17,0.109
2001-04-20,4.49,4.983271311851757,4.83,,4.26,4.75,3.19,0.099
2001-04-23,4.45,4.919403578864173,4.81,,4.15,4.68,3.179,0.095
2001-04-24,4.57,4.933258213968328,4.83,,4.16,4.7,3.186,0.095
2001-04-25,4.53,4.931305171084133,,,4.2,4.76,3.2,0.101
2001-04-26,4.5,4.904310396134679,4.91,,4.14,4.73,3.173,0.097
2001-04-27,4.46,4.926612310542805,4.83,,4.28,4.85,3.151,0.097
2001-04-30,4.61,4.998769316170651,4.93,,4.3,4.88,3.163,
2001-05-01,,4.980755374305501,4.955,,4.23,4.83,,0.098
2001-05-02,4.62,4.986962753441652,4.955,,4.27,4.84,3.172,0.099
2001-05-03,4.61,4.969473500083031,4.95,,4.22,4.8,3.144,
2001-05-04,4.56,4.895034953554918,4.875,,4.14,4.73,3.111,
2001-05-07,4.52,,4.825,,4.12,4.71,3.097,0.095
2001-05-08,4.5,4.876709889473256,4.76,,4.1,4.72,3.088,0.096
2001-05-09,4.49,4.874981454166896,4.76,,4.07,4.69,3.095,0.088
2001-05-10,4.44,4.91576848911169,4.735,,4.17,4.75,3.068,0.073
2001-05-11,4.31,4.973913968060287,4.895,,4.36,4.9,3.022,0.053
2001-05-14,4.41,5.018218161494248,5.075,,4.29,4.9,3.051,0.055
2001-05-15,4.38,5.040627193298976,5.095,,4.28,4.86,3.078,0.069
2001-05-16,4.38,5.021560737176356,5.085,,4.25,4.81,3.055,0.064
2001-05-17,4.41,5.075208893901096,5.11,,4.33,4.95,3.066,0.06
