c1,c2,vol,base,exit_ind,slice,mode,crosses_label,expectancy_R,total_R,profit_factor,win_rate,sharpe,sortino,max_dd_R,ulcer_R,calmar,n_blind,n_w2,n_w3,risk_atr_len,risk_atr_mult,risk_be_pct,risk_tp_mult,risk_trail_arm,risk_trail_mult,ip2,ip1,risk1,stage,stage_w1,cheap_gain_R,base_R_w1w2,final_R_w1w2,cheap_ip,cheap_risk,cheap_ip_w1,cheap_risk_w1,cheap_gain_R_w1,resumed,src_file,floor_p5,W1_exp,W1_n,W1_pf,W2_exp,W2_n,W2_pf,W3_exp,W3_n,W3_pf,scored,margin_worst_R,margin_mean_R
qqe_mod_signals,supertrend_signals,efficiency_ratio_volume_signals,kama_baseline,adx_dmi_exit,trend,A,False,-0.1067421892323648,-13.022547086348512,0.6496851433210995,0.319672131147541,-3.011442539907864,-22.906314224457795,14.279091695815104,6.2186738629749145,-0.9120010826854724,122,52,70,13,1.0,0.14,1.25,1.0,0.55,"{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 11}, ""c1"": {""fast_factor"": 0.859209, ""rsi_len"": 4, ""rsi_period"": 7}, ""c2"": {""atr_period"": 8, ""factor"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}","{""base"": {""fast_length"": 2, ""length"": 10, ""slow_length"": 197}, ""c1"": {""fast_factor"": 1.61, ""rsi_len"": 3, ""rsi_period"": 2}, ""c2"": {""atr_period"": 2, ""factor"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 66}}","{""atr_len"": 36, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 1.9, ""trail_arm"": 2.0, ""trail_mult"": 1.1}",full,full,,0.116948165244411,0.7636461633221141,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3633792415978931,100,3.2242072397659496,-0.1051835699893155,52,0.6318157269068371,-0.1079000206700586,70,0.6615793021871684,True,0.0253918000608815,0.026750025401253055
bears_bulls_impulse_signals,price_momentum_oscillator_signals,chaikin_volatility_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,A,False,-0.1189679215668298,-27.83849364663818,0.6750277430358145,0.2008547008547008,-2.488414749891497,-18.33965555889791,38.8933986024995,20.364109059549115,-0.7157639765851969,234,116,118,32,1.05,0.01,2.5,1.0,2.0,"{""base"": {""mci_length"": 17}, ""c1"": {""length"": 13}, ""c2"": {""s1"": 152, ""s2"": 20, ""sig"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}","{""base"": {""mci_length"": 26}, ""c1"": {""length"": 24}, ""c2"": {""s1"": 66, ""s2"": 37, ""sig"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 8, ""roc_len"": 12}}","{""atr_len"": 2, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 1.45, ""trail_mult"": 1.55}",full,full,,0.2245981818723467,0.417944687009226,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4218576118363568,128,2.79107622493812,-0.1051352069180225,116,0.717821402160759,-0.1325661834249794,118,0.6314524538057535,True,0.025343436989588505,0.03905892524306695
kalman_filter_signals,fx_sniper_ergodic_cci_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,-0.1346727706739648,-30.705391713663985,0.6457931883524037,0.2105263157894736,-2.903509270026366,-39.07312415681218,31.93668446695858,16.995685055668464,-0.9614458177532962,228,124,104,4,1.0,0.05,2.7,2.0,1.4,"{""base"": {""ma_length"": 37}, ""c1"": {""k"": 1, ""sharpness"": 1}, ""c2"": {""cci_length"": 7, ""ema1_length"": 5, ""ema2_length"": 4, ""trigger_length"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 132}}","{""base"": {""ma_length"": 25}, ""c1"": {""k"": 1, ""sharpness"": 1}, ""c2"": {""cci_length"": 14, ""ema1_length"": 6, ""ema2_length"": 3, ""trigger_length"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 3}}","{""atr_len"": 6, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.65, ""trail_arm"": 1.1, ""trail_mult"": 1.35}",full,full,,0.2087131810623999,0.847548898427274,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5034184218793561,118,3.0502798693219444,-0.1050084422607682,124,0.7230899807047084,-0.1700417776281608,104,0.5541584172461401,True,0.02521667233233421,0.05773334001603052
volatility_quality_signals,relative_vigor_index_signals,waddah_attar_explosion_volume_signals,wma_baseline,adx_dmi_exit,chop,B,False,-0.1595381217363354,-21.218570190932613,0.6973733054738682,0.2180451127819548,-2.152983785631111,-7.574228072133614,28.369952893015373,16.41004494750966,-0.747924054401817,133,82,51,6,1.0,0.05,2.65,2.0,1.5,"{""base"": {""ma_length"": 20}, ""c1"": {""atr_pct"": 0.075, ""smooth"": 28}, ""c2"": {""len"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bbLen"": 37, ""bbStd"": 4, ""fastEma"": 5, ""sensitivity"": 15, ""slowEma"": 32}}","{""base"": {""ma_length"": 25}, ""c1"": {""atr_pct"": 0.075, ""smooth"": 10}, ""c2"": {""len"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bbLen"": 37, ""bbStd"": 20, ""fastEma"": 200, ""sensitivity"": 35, ""slowEma"": 49}}","{""atr_len"": 34, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0781227590529569,0.5881519377513286,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.4488152353318716,102,2.332691593128285,-0.2089204551432094,82,0.6180512040458473,-0.0801390758664596,51,0.8382109061969939,True,0.0251089498490994,0.08949963948747428
bears_bulls_impulse_signals,kase_peak_oscillator_signals,chaikin_volatility_volume_signals,tma_baseline,adx_dmi_exit,trend,A,False,-0.1187858999039224,-26.845613378286476,0.6778140314760174,0.2123893805309734,-2.529599818722268,-21.78294031775629,29.19149745128592,15.142652648688776,-0.919638104317389,226,122,104,20,1.0,0.01,2.7,2.0,2.0,"{""base"": {""length"": 37}, ""c1"": {""length"": 130}, ""c2"": {""long_cycle"": 23, ""sharpness"": 40, ""short_cycle"": 6}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 43, ""roc_len"": 10}}","{""base"": {""length"": 132}, ""c1"": {""length"": 7}, ""c2"": {""long_cycle"": 281, ""sharpness"": 40, ""short_cycle"": 23}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 12, ""roc_len"": 120}}","{""atr_len"": 43, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.95, ""trail_arm"": 2.0, ""trail_mult"": 0.6}",full,full,,0.1641292613571388,0.6718324437668574,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5874827634033439,114,3.391894108142184,-0.1307132444416463,122,0.6319071174320968,-0.1047942072731309,104,0.7275350610898593,True,0.0250024373446969,0.03796195592895461
coppock_curve_signals,coppock_curve_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,-0.1114484361472612,-29.42238714287698,0.6648138989687855,0.2537878787878788,-2.6406637697300277,-16.92763171185801,28.922387142877003,13.914315725990916,-1.017287646331887,264,160,104,3,1.0,0.14,2.7,1.7,1.4,"{""base"": {""ma_length"": 37}, ""c1"": {""long_roc"": 14, ""short_roc"": 14, ""smooth_len"": 5}, ""c2"": {""long_roc"": 17, ""short_roc"": 14, ""smooth_len"": 28}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 87, ""hline"": 0, ""lookback"": 20}}","{""base"": {""ma_length"": 200}, ""c1"": {""long_roc"": 2, ""short_roc"": 21, ""smooth_len"": 19}, ""c2"": {""long_roc"": 61, ""short_roc"": 21, ""smooth_len"": 12}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""atr_len"": 41, ""atr_mult"": 1.1, ""be_pct"": 0.01, ""tp_mult"": 2.85, ""trail_arm"": 2.0, ""trail_mult"": 1.85}",full,full,,0.1239199497009366,0.6770408893639824,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4589679271907392,156,2.817916752416249,-0.1159326612749112,160,0.6822284371568546,-0.104549628258569,104,0.6302454042641531,True,0.02475785833013501,0.030449374838306106
chandelier_exit_signals,rex_oscillator_signals,chaikin_volatility_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.1560527558721091,-44.31898266767899,0.6057147290175402,0.1901408450704225,-3.3985152402801044,-88.46747864274504,47.281023219659026,26.851001313176543,-0.9373524439558142,284,192,92,2,1.0,0.05,3.0,2.0,1.65,"{""base"": {""ma_length"": 20}, ""c1"": {""atr_mult"": 9, ""atr_period"": 5}, ""c2"": {""almaOffset"": 0.85, ""almaSigma"": 6, ""framaFast"": 34, ""framaSlow"": 89, ""jurikPhase"": 1, ""jurikPower"": 1, ""lsOffset"": 0, ""modFBW"": 0.5, ""modFilter"": 0.8, ""sigAlmaOff"": 0.85, ""sigAlmaSig"": 6, ""sigFramaFast"": 34, ""sigFramaSlow"": 89, ""sigJurikPhase"": 1, ""sigJurikPower"": 1, ""sigLsOff"": 0, ""sigModFBW"": 0.5, ""sigModFilter"": 0.8, ""sigSmooth"": 145, ""sigVolAdj"": 10, ""smooth"": 14, ""volAdj"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 19, ""roc_len"": 22}}","{""base"": {""ma_length"": 57}, ""c1"": {""atr_mult"": 3, ""atr_period"": 12}, ""c2"": {""almaOffset"": 0.85, ""almaSigma"": 6, ""framaFast"": 34, ""framaSlow"": 89, ""jurikPhase"": 1, ""jurikPower"": 1, ""lsOffset"": 0, ""modFBW"": 0.5, ""modFilter"": 0.8, ""sigAlmaOff"": 0.85, ""sigAlmaSig"": 6, ""sigFramaFast"": 34, ""sigFramaSlow"": 89, ""sigJurikPhase"": 1, ""sigJurikPower"": 1, ""sigLsOff"": 0, ""sigModFBW"": 0.5, ""sigModFilter"": 0.8, ""sigSmooth"": 8, ""sigVolAdj"": 10, ""smooth"": 3, ""volAdj"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 12, ""roc_len"": 120}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.65, ""trail_arm"": 2.0, ""trail_mult"": 0.5}",full,full,,0.0793916961669643,0.6317389080558052,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3082573866770723,230,2.029752416015245,-0.1807575002923023,192,0.5516286689716902,-0.1044950283864883,92,0.7253273539555165,True,0.02470325845805431,0.0628344944109613
ssl_channel_signals,kuskus_starlight_signals,chaikin_volatility_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.1224922317458745,-35.277762742811866,0.6395393574067585,0.2291666666666666,-2.976213870644867,-14.757564001193014,43.666870728609105,26.199134507968022,-0.8078839210179316,288,104,184,5,1.0,0.05,2.45,1.1,1.8,"{""base"": {""length"": 25}, ""c1"": {""len"": 10}, ""c2"": {""index_smooth"": 0.7, ""price_smooth"": 0.07, ""range_periods"": 56}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 19, ""roc_len"": 10}}","{""base"": {""length"": 200}, ""c1"": {""len"": 19}, ""c2"": {""index_smooth"": 1.311672, ""price_smooth"": 0.161709, ""range_periods"": 56}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 15}}","{""atr_len"": 26, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 1.0, ""trail_mult"": 1.25}",full,full,,0.1680076575892832,0.3731222465324008,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3817778155836983,104,2.4813032761164133,-0.1543392948874306,104,0.5581146458705719,-0.1044917177962993,184,0.6875979123314959,True,0.024699947867865307,0.049623736413430944
linreg_slope_signals,hieken_ashi_smoothed_signals,waddah_attar_explosion_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.1298861287848322,-34.80948251433505,0.6395593753084359,0.2164179104477611,-3.0282746957368687,-28.470860166911905,35.33759888709372,21.65226223733428,-0.98505511439965,268,204,64,2,1.0,0.01,1.35,1.25,1.9,"{""base"": {""length"": 20}, ""c1"": {""length"": 92, ""r2_floor"": 0.374763}, ""c2"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 2, ""ma_len2"": 8, ""vol_factor1"": 0.82, ""vol_factor2"": 0.82}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bbLen"": 25, ""bbStd"": 2, ""fastEma"": 200, ""sensitivity"": 15, ""slowEma"": 400}}","{""base"": {""length"": 132}, ""c1"": {""length"": 14, ""r2_floor"": 0.046203}, ""c2"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 4, ""ma_len2"": 8, ""vol_factor1"": 1.53653, ""vol_factor2"": 0.82}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bbLen"": 87, ""bbStd"": 2, ""fastEma"": 200, ""sensitivity"": 35, ""slowEma"": 400}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 0.5}",full,full,,0.0402630929820947,0.4724869089861577,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4287140109715986,166,2.729796057933327,-0.1378819780563805,204,0.6374090266035409,-0.1043993592317722,64,0.6483390004824514,True,0.0246075893033382,0.04134889871564236
ichimoku_signals,dpo_signals,choppiness_index_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.114022602243113,-19.83993279030167,0.703881600144751,0.2011494252873563,-2.26948473833821,,25.404583059464553,15.252342132039058,-0.7809588035301468,174,122,52,3,1.0,0.01,1.35,1.0,1.95,"{""base"": {""ma_length"": 20}, ""c1"": {""base_len"": 14, ""conversion_len"": 7, ""displacement"": 171, ""span_b_len"": 225}, ""c2"": {""len"": 50}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 50.127885, ""length"": 17}}","{""base"": {""ma_length"": 11}, ""c1"": {""base_len"": 14, ""conversion_len"": 9, ""displacement"": 32, ""span_b_len"": 225}, ""c2"": {""len"": 94}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 50.127885, ""length"": 2}}","{""atr_len"": 36, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 1.55, ""trail_mult"": 1.1}",full,full,,0.1127854251706319,1.2747683158964462,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5199245826286799,114,2.975713413988982,-0.1043815109344537,122,0.7401113401223801,-0.1366420856980444,52,0.6052561968723152,True,0.02458974100601971,0.04072002838781506
ehlers_reverse_ema_signals,ssl_channel_signals,variance_volume_signals,tma_baseline,adx_dmi_exit,trend,A,False,-0.134985902440837,-17.818139122190487,0.6096320546089804,0.1818181818181818,-3.234624161609057,-14.303093237247348,17.318139122190477,9.334530837313425,-1.0288714622553956,132,64,68,4,1.0,0.05,3.0,1.1,1.05,"{""base"": {""length"": 20}, ""c1"": {""alpha"": 0.1}, ""c2"": {""len"": 100}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 16}}","{""base"": {""length"": 20}, ""c1"": {""alpha"": 0.1}, ""c2"": {""len"": 100}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 43, ""filter_lookback"": 87, ""hline"": 0, ""lookback"": 16}}","{""atr_len"": 5, ""atr_mult"": 1.0, ""be_pct"": 0.2, ""tp_mult"": 2.25, ""trail_arm"": 1.6, ""trail_mult"": 0.9}",full,full,,0.1531505849047556,0.722357518973803,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4186950366453617,110,2.8830570471329513,-0.1042880851089144,64,0.7055259702018106,-0.1638779658120582,68,0.5150452754000269,True,0.0244963151804804,0.054291255532052315
qqe_mod_signals,qqe_mod_signals,variance_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.1325087254617573,-21.996448426651725,0.6323766364173452,0.2108433734939759,-2.858743893385462,-19.8686776201303,24.698539001727543,15.288501813598716,-0.8905971492934533,166,98,68,4,1.0,0.01,3.0,1.7,1.75,"{""base"": {""ma_length"": 20}, ""c1"": {""fast_factor"": 0.859209, ""rsi_len"": 9, ""rsi_period"": 11}, ""c2"": {""fast_factor"": 10.592725, ""rsi_len"": 6, ""rsi_period"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 132}}","{""base"": {""ma_length"": 200}, ""c1"": {""fast_factor"": 1.305921, ""rsi_len"": 5, ""rsi_period"": 7}, ""c2"": {""fast_factor"": 1.61, ""rsi_len"": 5, ""rsi_period"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 200}}","{""atr_len"": 36, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.9, ""trail_arm"": 1.0, ""trail_mult"": 1.05}",full,full,,0.1153251260694652,0.6581006435122213,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3450866393873665,100,2.2291564486298947,-0.1521375079257995,98,0.612061523519355,-0.1042201860282848,68,0.6688580912506485,True,0.024428416099850803,0.04838707704860816
halftrend_signals,price_momentum_oscillator_signals,ttm_squeeze_volume_signals,mcginley_dynamic_index,adx_dmi_exit,chop,B,False,-0.1185142120522615,-28.443410892542772,0.7750239210691373,0.1916666666666666,-1.5499416965675517,-5.76947656281477,47.883113198415344,31.1404297561734,-0.5940175772339733,240,107,133,43,1.0,0.05,2.9,2.0,1.5,"{""base"": {""mci_length"": 26}, ""c1"": {""amplitude"": 500}, ""c2"": {""s1"": 19, ""s2"": 20, ""sig"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bb_length"": 11, ""bb_mult"": 2, ""kc_length"": 25, ""kc_mult"": 1.5}}","{""base"": {""mci_length"": 14}, ""c1"": {""amplitude"": 500}, ""c2"": {""s1"": 8, ""s2"": 16, ""sig"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bb_length"": 20, ""bb_mult"": 2, ""kc_length"": 11, ""kc_mult"": 1.84927}}","{""atr_len"": 8, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.25, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0664677440479274,0.2848258224244045,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.4045228909860689,145,2.0331067558346367,-0.1670747458472641,107,0.6987117970349763,-0.0794467149389888,133,0.8425118714277514,True,0.024416588921628603,0.06823060437576625
kalman_filter_signals,schaff_trend_cycle_signals,variance_volume_signals,tma_baseline,adx_dmi_exit,trend,A,False,-0.1245893830609167,-23.921161547696023,0.6534881328723013,0.21875,-2.865872093640262,-31.324392075261137,27.16271954683723,15.774899840525489,-0.8806615076391109,192,128,64,6,1.0,0.05,1.6,1.05,1.8,"{""base"": {""length"": 20}, ""c1"": {""k"": 1, ""sharpness"": 1}, ""c2"": {""cycleLen"": 12, ""d1"": 2, ""d2"": 3, ""lowerBand"": 25, ""macdFast"": 12, ""macdSlow"": 50, ""stc_midline"": 62, ""upperBand"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 66, ""filter_lookback"": 2, ""hline"": 0, ""lookback"": 87}}","{""base"": {""length"": 37}, ""c1"": {""k"": 1, ""sharpness"": 1}, ""c2"": {""cycleLen"": 10, ""d1"": 3, ""d2"": 3, ""lowerBand"": 25, ""macdFast"": 3, ""macdSlow"": 8, ""stc_midline"": 41, ""upperBand"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 43, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 7}}","{""atr_len"": 16, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 3.0, ""trail_arm"": 1.95, ""trail_mult"": 1.0}",full,full,,0.2278316494359601,1.3094343668642066,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3331032519805048,138,2.1171278556686515,-0.1040958915311575,128,0.7167108051555585,-0.1655763661204352,64,0.5183232985587337,True,0.024304121602723508,0.05504435889736235
j_tpo_signals,waddah_attar_explosion_signals,chaikin_volatility_volume_signals,ema_baseline,adx_dmi_exit,trend,A,False,-0.1206318706211705,-22.920055418022397,0.6852590627082081,0.2,-2.3108066412180532,-33.60075073966842,30.79468663078904,20.75965078612043,-0.7442860417065112,190,124,66,21,1.0,0.01,2.7,1.1,1.4,"{""base"": {""ma_length"": 25}, ""c1"": {""ema_len"": 200, ""len"": 173}, ""c2"": {""bbLen"": 132, ""bbStd"": 2, ""fastEma"": 25, ""sensitivity"": 35, ""slowEma"": 400}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 12, ""roc_len"": 10}}","{""base"": {""ma_length"": 25}, ""c1"": {""ema_len"": 200, ""len"": 40}, ""c2"": {""bbLen"": 200, ""bbStd"": 2, ""fastEma"": 16, ""sensitivity"": 281, ""slowEma"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 66, ""roc_len"": 6}}","{""atr_len"": 10, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.55, ""trail_arm"": 2.0, ""trail_mult"": 2.0}",full,full,,0.0449348217332128,0.4517777817831421,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3480998877490914,122,2.2530674472221253,-0.1040206295160337,124,0.7329284551174627,-0.1518408690611243,66,0.5913880205855657,True,0.02422885958759971,0.04813897936014501
didi_index_signals,linreg_slope_signals,variance_volume_signals,ema_baseline,adx_dmi_exit,trend,A,False,-0.1168195265201624,-29.67215973612125,0.6488723577139096,0.2795275590551181,-3.0978869995969784,-18.354408810708495,29.47909835712477,16.719095687951402,-1.006549093756452,254,196,58,4,1.0,0.05,3.0,2.0,1.5,"{""base"": {""ma_length"": 37}, ""c1"": {""long_p"": 16, ""medium"": 23}, ""c2"": {""length"": 14, ""r2_floor"": 0.246569}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 132}}","{""base"": {""ma_length"": 25}, ""c1"": {""long_p"": 20, ""medium"": 15}, ""c2"": {""length"": 14, ""r2_floor"": 0.162226}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 3}}","{""atr_len"": 30, ""atr_mult"": 1.0, ""be_pct"": 0.06, ""tp_mult"": 1.55, ""trail_arm"": 1.05, ""trail_mult"": 0.65}",full,full,,0.1332131825030951,0.7176062088155523,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.1907327257338615,242,1.80913789811392,-0.1039406320418726,196,0.6990094950797481,-0.1603413078605898,58,0.4471295022649873,True,0.0241488621134386,0.05234920002279721
ehlers_reverse_ema_signals,kase_peak_oscillator_signals,variance_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.132286299146262,-30.425848803640257,0.5998286640681024,0.2347826086956521,-2.7940186357194023,-14.296436551308346,45.456787660003,26.651733087170893,-0.6693356563427308,230,156,74,2,1.0,0.01,3.0,1.95,0.6,"{""base"": {""ma_length"": 16}, ""c1"": {""alpha"": 0.657933}, ""c2"": {""long_cycle"": 80, ""sharpness"": 40, ""short_cycle"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 43, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 20}}","{""base"": {""ma_length"": 25}, ""c1"": {""alpha"": 0.187382}, ""c2"": {""long_cycle"": 122, ""sharpness"": 40, ""short_cycle"": 53}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 200}}","{""atr_len"": 29, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.9, ""trail_arm"": 1.3, ""trail_mult"": 1.6}",full,full,,0.162286665456753,0.9739724795367204,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4890602503820744,132,3.690868219599934,-0.1033690480392386,156,0.6989287747199386,-0.1932469906691762,74,0.3636232486349557,True,0.02357727811080461,0.0685162494257734
