c1,c2,vol,base,exit_ind,slice,mode,crosses_label,expectancy_R,total_R,profit_factor,win_rate,sharpe,sortino,max_dd_R,ulcer_R,calmar,n_blind,n_w2,n_w3,risk_atr_len,risk_atr_mult,risk_be_pct,risk_tp_mult,risk_trail_arm,risk_trail_mult,ip2,ip1,risk1,stage,stage_w1,cheap_gain_R,base_R_w1w2,final_R_w1w2,cheap_ip,cheap_risk,cheap_ip_w1,cheap_risk_w1,cheap_gain_R_w1,resumed,src_file,floor_p5,W1_exp,W1_n,W1_pf,W2_exp,W2_n,W2_pf,W3_exp,W3_n,W3_pf,scored,margin_worst_R,margin_mean_R
j_tpo_signals,donchian_breakout_signals,efficiency_ratio_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,A,False,-0.2184225493161616,-42.81081966596767,0.4460538825938852,0.1581632653061224,-5.22440055259608,-41.581059253371826,42.310819665967635,24.44945093274817,-1.0118173082901112,196,140,56,4,1.0,0.01,1.7,1.95,1.85,"{""base"": {""mci_length"": 14}, ""c1"": {""ema_len"": 200, ""len"": 40}, ""c2"": {""length"": 200}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 12}}","{""base"": {""mci_length"": 14}, ""c1"": {""ema_len"": 200, ""len"": 49}, ""c2"": {""length"": 37}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 10}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.95, ""trail_arm"": 2.0, ""trail_mult"": 1.35}",full,full,,0.2948005251053688,1.2802744497636165,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3836308869103677,100,2.3945172121507863,-0.2180661396978989,140,0.4605007889642007,-0.2193135733618182,56,0.4065508643784595,True,0.1382743697694649,0.13889808660142455
lemantrend_signals,hieken_ashi_smoothed_signals,choppiness_index_volume_signals,kama_baseline,adx_dmi_exit,chop,B,False,-0.1954392494783596,-36.547139652453254,0.6489680657592027,0.160427807486631,-2.7101166606497795,-9.790947080098944,36.96421963451684,20.231902602387983,-0.988716656642898,187,95,92,6,1.0,0.05,1.85,2.0,1.5,"{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 11}, ""c1"": {""fast_period"": 18, ""medium_period"": 21, ""slow_period"": 11, ""smooth"": 3}, ""c2"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 8, ""ma_len2"": 8, ""vol_factor1"": 0.82, ""vol_factor2"": 0.82}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 50.127885, ""length"": 40}}","{""base"": {""fast_length"": 6, ""length"": 28, ""slow_length"": 37}, ""c1"": {""fast_period"": 28, ""medium_period"": 210, ""slow_period"": 13, ""smooth"": 3}, ""c2"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 8, ""ma_len2"": 8, ""vol_factor1"": 0.82, ""vol_factor2"": 0.82}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 61.8, ""length"": 61}}","{""atr_len"": 16, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0088279926484629,0.3164720812345216,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.4359688849859571,100,2.0769741947796687,-0.1901580138840465,95,0.6658650228999198,-0.2008926992768352,92,0.6307150588848045,True,0.13512788786668628,0.14049523056308064
fisher_transform_signals,dspo_signals,variance_volume_signals,ema_baseline,adx_dmi_exit,chop,B,False,-0.2240956183147447,-48.628749174299614,0.6466552716421484,0.216589861751152,-2.9586719442626537,-12.65924238384173,57.33706646888347,35.43843533485128,-0.8481206341571413,217,83,134,37,1.0,0.05,2.05,2.0,1.5,"{""base"": {""ma_length"": 57}, ""c1"": {""length"": 66}, ""c2"": {""len"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 2, ""hline"": 0, ""lookback"": 132}}","{""base"": {""ma_length"": 20}, ""c1"": {""length"": 43}, ""c2"": {""len"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 87, ""hline"": 0, ""lookback"": 7}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.75, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0552154252581769,0.3485971124486906,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.4730807746692169,104,2.1230464196809655,-0.2790334993910119,83,0.560508002907656,-0.19006693078243,134,0.7001089007238814,True,0.1350368047650698,0.17952008906936076
ichimoku_signals,supertrend_signals,chaikin_volatility_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.2259455231916729,-36.15128371066767,0.4683634748431218,0.125,-5.130943636199551,,39.22070799000693,22.02783653013115,-0.9217397024010552,160,86,74,4,1.0,0.05,2.95,1.9,1.65,"{""base"": {""length"": 25}, ""c1"": {""base_len"": 14, ""conversion_len"": 9, ""displacement"": 32, ""span_b_len"": 520}, ""c2"": {""atr_period"": 10, ""factor"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 12, ""roc_len"": 12}}","{""base"": {""length"": 200}, ""c1"": {""base_len"": 26, ""conversion_len"": 11, ""displacement"": 26, ""span_b_len"": 64}, ""c2"": {""atr_period"": 10, ""factor"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 15}}","{""atr_len"": 26, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 0.5}",full,full,,0.2264060117240079,0.9732441175612914,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4351140061221125,100,2.553978593293256,-0.213909463618979,86,0.4889940591324386,-0.2399333762085874,74,0.4451540675176405,True,0.134117693690545,0.14712964998534922
hieken_ashi_smoothed_signals,schaff_trend_cycle_signals,variance_volume_signals,ema_baseline,adx_dmi_exit,trend,A,False,-0.2233233874122154,-42.43144360832094,0.4517129671221076,0.1578947368421052,-5.440678813091914,-49.2952512933674,50.04285380944196,25.894654123571502,-0.8479021554185442,190,130,60,2,1.0,0.11,2.85,1.55,1.7,"{""base"": {""ma_length"": 20}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 35, ""ma_len2"": 3, ""vol_factor1"": 0.665127, ""vol_factor2"": 1.53653}, ""c2"": {""cycleLen"": 8, ""d1"": 3, ""d2"": 2, ""lowerBand"": 25, ""macdFast"": 19, ""macdSlow"": 94, ""stc_midline"": 62, ""upperBand"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 132}}","{""base"": {""ma_length"": 87}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 8, ""ma_len2"": 8, ""vol_factor1"": 0.665127, ""vol_factor2"": 0.82}, ""c2"": {""cycleLen"": 12, ""d1"": 3, ""d2"": 3, ""lowerBand"": 25, ""macdFast"": 12, ""macdSlow"": 18, ""stc_midline"": 62, ""upperBand"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 200}}","{""atr_len"": 14, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 1.1, ""trail_mult"": 0.5}",full,full,,0.1310044354507525,0.6817222248146383,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.326976871866067,104,2.172606712898999,-0.2131319593705223,130,0.4727810039907593,-0.245404814835884,60,0.4071320949718552,True,0.1333401894420883,0.14947661717476912
kuskus_starlight_signals,halftrend_signals,efficiency_ratio_volume_signals,rma_baseline,adx_dmi_exit,chop,B,False,-0.2248087372886751,-41.36480766111623,0.6127328667040834,0.2010869565217391,-2.9994344699225812,-11.413405372405371,49.073786490976666,31.00528279575752,-0.842910454214127,184,97,87,15,1.0,0.05,2.9,2.0,1.5,"{""base"": {""ma_length"": 7}, ""c1"": {""index_smooth"": 0.7, ""price_smooth"": 0.07, ""range_periods"": 37}, ""c2"": {""amplitude"": 94}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 10}}","{""base"": {""ma_length"": 16}, ""c1"": {""index_smooth"": 0.245783, ""price_smooth"": 0.161709, ""range_periods"": 30}, ""c2"": {""amplitude"": 27}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 5}}","{""atr_len"": 6, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.95, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0624226362572938,0.4126193049704669,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.4469070576682989,140,2.0523310531928596,-0.2590639165153464,97,0.5636451169507917,-0.1866161811393981,87,0.6701633313142734,True,0.1315860551220379,0.16780992281001203
chandelier_exit_signals,price_momentum_oscillator_signals,variance_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.213068875432139,-37.073984325192185,0.4835142230603397,0.1494252873563218,-4.892948185721453,-53.085067632195425,41.154638799746024,26.585956525595172,-0.9008458197286128,174,116,58,27,1.0,0.05,3.0,1.0,2.0,"{""base"": {""length"": 37}, ""c1"": {""atr_mult"": 3, ""atr_period"": 12}, ""c2"": {""s1"": 230, ""s2"": 20, ""sig"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""length"": 25}, ""c1"": {""atr_mult"": 3, ""atr_period"": 3}, ""c2"": {""s1"": 43, ""s2"": 25, ""sig"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""atr_len"": 17, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.7, ""trail_arm"": 1.2, ""trail_mult"": 1.25}",full,full,,0.2042884435309494,0.9320997426819776,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.6256371094634029,100,3.826600191238458,-0.2112356063051679,116,0.4943314872699953,-0.2167354136860811,58,0.4610405067694317,True,0.1314438363767339,0.13419374006719048
polychromatic_momentum_signals,linreg_slope_signals,variance_volume_signals,lsma_baseline,adx_dmi_exit,trend,A,False,-0.2145972745734684,-45.4946222095753,0.4628187991672657,0.1556603773584905,-5.083348898550799,-36.471499767035766,44.994622209575304,26.81230412402317,-1.011112439119304,212,90,122,2,1.0,0.01,2.55,1.15,1.5,"{""base"": {""length"": 25, ""lsma_offset"": 0}, ""c1"": {""len"": 14}, ""c2"": {""length"": 7, ""r2_floor"": 0.569607}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 132}}","{""base"": {""length"": 57, ""lsma_offset"": 0}, ""c1"": {""len"": 61}, ""c2"": {""length"": 14, ""r2_floor"": 0.246569}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 43, ""filter_lookback"": 37, ""hline"": 0, ""lookback"": 7}}","{""atr_len"": 36, ""atr_mult"": 1.05, ""be_pct"": 0.01, ""tp_mult"": 2.7, ""trail_arm"": 1.55, ""trail_mult"": 1.8}",full,full,,0.0517037596258168,0.6774579931473559,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4532301416724795,104,2.812920566689916,-0.2060721496228433,90,0.4987434198363267,-0.2208863011763885,122,0.4349477099833532,True,0.1262803796944093,0.13368745547118188
hieken_ashi_smoothed_signals,mama_fama_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,-0.228081160761478,-43.33542054468083,0.4255734849430473,0.1631578947368421,-5.798459900361319,-49.60926033268196,42.83542054468087,27.167060820177092,-1.0116725829615334,190,140,50,2,1.0,0.2,3.0,1.65,1.7,"{""base"": {""ma_length"": 37}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 2, ""ma_len2"": 8, ""vol_factor1"": 0.82, ""vol_factor2"": 0.82}, ""c2"": {""fast_limit"": 0.405565, ""slow_limit"": 0.05}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""ma_length"": 37}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 4, ""ma_len2"": 53, ""vol_factor1"": 1.010934, ""vol_factor2"": 0.82}, ""c2"": {""fast_limit"": 0.936909, ""slow_limit"": 0.040557}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 20}}","{""atr_len"": 46, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.65}",full,full,,0.1453172015789658,1.1691241887377668,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5394345474975587,126,3.0186966893022023,-0.2364514026362016,140,0.4303181080203261,-0.2046444835122517,50,0.4096673000595328,True,0.1248527135838177,0.14075617314579264
qqe_mod_signals,waddah_attar_explosion_signals,variance_volume_signals,super_smoother_2pole_baseline,adx_dmi_exit,chop,B,False,-0.2102539151417662,-33.43037250754083,0.6998549001758869,0.2012578616352201,-2.3516661281444464,-14.497457835270236,32.43037250754084,17.356466524715447,-1.0308352918168753,159,71,88,17,1.0,0.05,3.0,2.0,1.5,"{""base"": {""cutoff_period"": 43}, ""c1"": {""fast_factor"": 1.61, ""rsi_len"": 5, ""rsi_period"": 6}, ""c2"": {""bbLen"": 200, ""bbStd"": 2, ""fastEma"": 7, ""sensitivity"": 150, ""slowEma"": 32}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 16}}","{""base"": {""cutoff_period"": 150}, ""c1"": {""fast_factor"": 1.305921, ""rsi_len"": 5, ""rsi_period"": 39}, ""c2"": {""bbLen"": 20, ""bbStd"": 2, ""fastEma"": 20, ""sensitivity"": 150, ""slowEma"": 40}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 2}}","{""atr_len"": 5, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.9, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0584602038821596,0.6431855791998358,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.4324240276137138,114,1.764257850322324,-0.1792663847813401,71,0.7476018244332221,-0.235255218046201,88,0.6603525618489363,True,0.1242362587639799,0.15223067539641036
hieken_ashi_smoothed_signals,fx_sniper_ergodic_cci_signals,fractal_dimension_volume_signals,kama_baseline,adx_dmi_exit,trend,A,False,-0.229396551633342,-35.78586205480136,0.4147524599707046,0.1602564102564102,-6.2660637560037635,-39.604101546655095,35.285862054801356,20.258549564301365,-1.0141699811449547,156,100,56,7,1.0,0.01,1.65,1.55,0.5,"{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 24}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 8, ""ma_len2"": 8, ""vol_factor1"": 0.82, ""vol_factor2"": 0.82}, ""c2"": {""cci_length"": 11, ""ema1_length"": 4, ""ema2_length"": 3, ""trigger_length"": 9}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""fd_threshold"": 1.5, ""length"": 24}}","{""base"": {""fast_length"": 2, ""length"": 12, ""slow_length"": 30}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 2, ""ma_len2"": 15, ""vol_factor1"": 0.665127, ""vol_factor2"": 0.82}, ""c2"": {""cci_length"": 11, ""ema1_length"": 6, ""ema2_length"": 3, ""trigger_length"": 50}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""fd_threshold"": 1.5, ""length"": 3}}","{""atr_len"": 34, ""atr_mult"": 1.1, ""be_pct"": 0.01, ""tp_mult"": 2.85, ""trail_arm"": 1.1, ""trail_mult"": 0.95}",full,full,,0.1790490278476713,1.2129976164114995,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.6179009138744892,152,3.8894854539907904,-0.2439909688341387,100,0.3969259860499003,-0.203335092346205,56,0.4496131718731643,True,0.12354332241777101,0.14387126066173783
halftrend_signals,kase_peak_oscillator_signals,choppiness_index_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.2384802695703284,-47.21909337492503,0.4267413282976933,0.1313131313131313,-5.811532806584774,-109.7571164113493,48.5446002699627,28.856665953976975,-0.9726950703545532,198,144,54,40,1.0,0.01,2.25,2.0,1.95,"{""base"": {""ma_length"": 25}, ""c1"": {""amplitude"": 27}, ""c2"": {""long_cycle"": 53, ""sharpness"": 40, ""short_cycle"": 8}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 61.8, ""length"": 3}}","{""base"": {""ma_length"": 20}, ""c1"": {""amplitude"": 94}, ""c2"": {""long_cycle"": 80, ""sharpness"": 40, ""short_cycle"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 61.8, ""length"": 2}}","{""atr_len"": 27, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.4, ""trail_arm"": 1.95, ""trail_mult"": 0.55}",full,full,,0.1988481682018812,0.6230671512505271,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4046879048422028,210,2.690069456125231,-0.2517334272033999,144,0.4153288142372655,-0.2031385158821378,54,0.4614781672549125,True,0.1233467459537038,0.14764420161433484
didi_index_signals,bears_bulls_impulse_signals,variance_volume_signals,super_smoother_2pole_baseline,adx_dmi_exit,trend,A,False,-0.2192954782528227,-43.85909565056454,0.44762667588674,0.15,-5.522910251200721,-43.06805187991678,43.6986879272924,25.367905395308192,-1.0036707674962468,200,132,68,3,1.0,0.1,2.65,1.9,0.5,"{""base"": {""cutoff_period"": 99}, ""c1"": {""long_p"": 25, ""medium"": 10}, ""c2"": {""length"": 37}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 132}}","{""base"": {""cutoff_period"": 99}, ""c1"": {""long_p"": 16, ""medium"": 10}, ""c2"": {""length"": 13}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 132}}","{""atr_len"": 2, ""atr_mult"": 1.0, ""be_pct"": 0.2, ""tp_mult"": 2.6, ""trail_arm"": 1.7, ""trail_mult"": 0.75}",full,full,,0.066333255226814,0.917055093570446,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3117529549130625,146,2.2154537541371195,-0.2005671884065687,132,0.4910677297669062,-0.2556503938367275,68,0.3650934959843351,True,0.12077541847813471,0.1483170211932141
dspo_signals,rex_oscillator_signals,damiani_volatmeter_volume_signals,fantail_vma,adx_dmi_exit,trend,A,False,-0.2429830518467224,-43.25098322871659,0.4309081154116241,0.1292134831460674,-5.49857013942298,,45.73475996014656,29.63612059467541,-0.945691707279226,178,64,114,23,1.0,0.03,2.95,1.6,1.5,"{""base"": {""fma_adx_length"": 2, ""fma_ma_length"": 17, ""fma_weighting"": 12}, ""c1"": {""len"": 14}, ""c2"": {""almaOffset"": 0.85, ""almaSigma"": 6, ""framaFast"": 34, ""framaSlow"": 89, ""jurikPhase"": 1, ""jurikPower"": 1, ""lsOffset"": 0, ""modFBW"": 0.5, ""modFilter"": 0.8, ""sigAlmaOff"": 0.85, ""sigAlmaSig"": 6, ""sigFramaFast"": 34, ""sigFramaSlow"": 89, ""sigJurikPhase"": 1, ""sigJurikPower"": 1, ""sigLsOff"": 0, ""sigModFBW"": 0.5, ""sigModFilter"": 0.8, ""sigSmooth"": 18, ""sigVolAdj"": 10, ""smooth"": 40, ""volAdj"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 62, ""threshold"": 1.4, ""viscosity"": 6}}","{""base"": {""fma_adx_length"": 2, ""fma_ma_length"": 7, ""fma_weighting"": 10}, ""c1"": {""len"": 14}, ""c2"": {""almaOffset"": 0.85, ""almaSigma"": 6, ""framaFast"": 34, ""framaSlow"": 89, ""jurikPhase"": 1, ""jurikPower"": 1, ""lsOffset"": 0, ""modFBW"": 0.5, ""modFilter"": 0.8, ""sigAlmaOff"": 0.85, ""sigAlmaSig"": 6, ""sigFramaFast"": 34, ""sigFramaSlow"": 89, ""sigJurikPhase"": 1, ""sigJurikPower"": 1, ""sigLsOff"": 0, ""sigModFBW"": 0.5, ""sigModFilter"": 0.8, ""sigSmooth"": 27, ""sigVolAdj"": 10, ""smooth"": 5, ""volAdj"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 94, ""threshold"": 1.725985, ""viscosity"": 7}}","{""atr_len"": 39, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.15}",full,full,,0.1255782599008788,0.4079092229770838,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.7115462300476708,128,3.846184920190683,-0.3209790236214687,64,0.2916324995939995,-0.1991958396223034,114,0.5168441336820733,True,0.1194040696938694,0.18029566169345201
kuskus_starlight_signals,kase_peak_oscillator_signals,variance_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.2080192422861246,-32.0349633120632,0.4613971880698285,0.1883116883116883,-5.474241755959056,-57.184313167066485,32.64013994669232,18.7227326418955,-0.981459128679672,154,102,52,23,1.0,0.12,1.95,2.0,1.6,"{""base"": {""ma_length"": 16}, ""c1"": {""index_smooth"": 1.311672, ""price_smooth"": 0.106394, ""range_periods"": 197}, ""c2"": {""long_cycle"": 53, ""sharpness"": 40, ""short_cycle"": 8}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""ma_length"": 200}, ""c1"": {""index_smooth"": 0.567792, ""price_smooth"": 0.373569, ""range_periods"": 16}, ""c2"": {""long_cycle"": 35, ""sharpness"": 40, ""short_cycle"": 8}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 2, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 200}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 1.1, ""trail_mult"": 1.25}",full,full,,0.1364067350805632,0.9173388675983972,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4528265552386211,100,2.831192078380221,-0.199048315539767,102,0.4857140572026065,-0.2256160601347494,52,0.4133982436496518,True,0.11925654561133302,0.1325404179088242
