s,ta,spa,aga,moa,cta,tb,spb,agb,mob,ctb,tsb,b
ze_ctup_750_ts,-0.877,-0.00339,0.607,0.032,28.0,-0.711,-0.00154,0.464,0.31,28.0,2,trend-nonmomentum
ze_ctmx_750_pv,-1.541,-0.00615,0.571,-0.093,28.0,6.886,0.01591,0.714,0.55,28.0,3,trend-nonmomentum
ze_ctmx_750_pd,1.148,0.00453,0.607,0.187,28.0,-3.732,-0.0084,0.714,-0.744,28.0,2,trend-nonmomentum
ze_ctmx_750_ov,-0.246,-0.00099,0.464,-0.09,28.0,-1.116,-0.00258,0.536,-0.383,28.0,4,trend-nonmomentum
ze_ctmx_750_ld,5.749,0.02248,0.643,0.707,28.0,-3.867,-0.00878,0.643,-0.717,28.0,2,trend-nonmomentum
ze_ctmx_750_ts,4.497,0.01735,0.536,0.713,28.0,-7.773,-0.01685,0.679,-0.717,28.0,2,trend-nonmomentum
ze_ctsq_750_pv,-0.631,-0.00255,0.464,0.147,28.0,10.795,0.02452,0.857,0.574,28.0,2,trend-nonmomentum
ze_ctsq_750_pd,-0.597,-0.00231,0.571,-0.428,28.0,1.71,0.00382,0.607,-0.045,28.0,2,trend-nonmomentum
ze_ctsq_750_ov,-5.741,-0.02244,0.679,-0.852,28.0,6.921,0.01583,0.643,0.303,28.0,3,trend-nonmomentum
ze_ctsq_750_ld,0.71,0.0028,0.5,-0.113,28.0,-6.334,-0.01463,0.679,-0.584,28.0,3,trend-nonmomentum
ze_ctsq_750_ts,0.396,0.00151,0.571,-0.293,28.0,-3.425,-0.00753,0.536,-0.659,28.0,3,trend-nonmomentum
ze_ctrn_750_pv,0.83,0.0034,0.536,0.193,28.0,3.546,0.00808,0.571,0.753,28.0,3,trend-nonmomentum
ze_ctrn_750_pd,2.007,0.00763,0.643,0.715,28.0,4.076,0.00903,0.786,0.793,28.0,3,trend-nonmomentum
ze_ctrn_750_ov,-1.67,-0.00671,0.571,-0.233,28.0,3.167,0.00712,0.571,0.211,28.0,2,trend-nonmomentum
ze_ctrn_750_ld,3.761,0.01482,0.5,0.479,28.0,-2.24,-0.00511,0.571,-0.224,28.0,2,trend-nonmomentum
ze_ctrn_750_ts,2.747,0.0104,0.607,0.507,28.0,3.456,0.00767,0.607,0.558,28.0,2,trend-nonmomentum
ze_ctdn_750_pv,-3.594,-0.01472,0.571,-0.622,28.0,-7.6,-0.01737,0.714,-0.901,28.0,3,trend-nonmomentum
ze_ctdn_750_pd,-0.675,-0.00257,0.536,-0.382,28.0,-2.215,-0.00484,0.536,-0.513,28.0,2,trend-nonmomentum
ze_ctdn_750_ov,-3.008,-0.01206,0.571,-0.181,28.0,-2.32,-0.0053,0.571,-0.757,28.0,4,trend-nonmomentum
ze_ctdn_750_ld,-3.074,-0.01186,0.571,-0.576,28.0,-0.159,-0.00036,0.429,-0.389,28.0,2,trend-nonmomentum
ze_ctdn_750_ts,0.895,0.00346,0.607,-0.041,28.0,0.77,0.00167,0.464,-0.306,28.0,2,trend-nonmomentum
ze_ctgi_750_pv,-0.645,-0.00259,0.464,0.13,28.0,10.79,0.02459,0.821,0.621,28.0,2,trend-nonmomentum
ze_ctgi_750_pd,-1.521,-0.00584,0.607,-0.632,28.0,1.68,0.00377,0.607,0.006,28.0,1,trend-nonmomentum
ze_ctgi_750_ov,-6.094,-0.02358,0.714,-0.827,28.0,7.133,0.01628,0.643,0.326,28.0,3,trend-nonmomentum
ze_ctgi_750_ld,1.011,0.004,0.536,-0.091,28.0,-5.869,-0.01356,0.679,-0.552,28.0,3,trend-nonmomentum
ze_ctgi_750_ts,-0.075,-0.00029,0.429,-0.364,28.0,-3.395,-0.00747,0.5,-0.673,28.0,2,trend-nonmomentum
ze_cttl_750_pv,-5.632,-0.02259,0.75,-0.548,28.0,8.677,0.02012,0.714,0.555,28.0,3,trend-nonmomentum
ze_cttl_750_pd,-0.829,-0.00327,0.536,-0.135,28.0,-2.066,-0.00469,0.679,-0.41,28.0,2,trend-nonmomentum
ze_cttl_750_ov,0.782,0.00315,0.464,-0.222,28.0,1.752,0.00408,0.536,0.178,28.0,3,trend-nonmomentum
ze_cttl_750_ld,6.591,0.02602,0.75,0.519,28.0,-4.4,-0.00991,0.643,-0.623,28.0,2,trend-nonmomentum
ze_cttl_750_ts,4.575,0.01764,0.607,0.588,28.0,-8.305,-0.01798,0.714,-0.826,28.0,2,trend-nonmomentum
ze_ctsk_750_pv,-0.032,-0.00012,0.464,0.251,28.0,-1.142,-0.0026,0.5,0.005,28.0,2,trend-nonmomentum
ze_ctsk_750_pd,3.172,0.01249,0.571,0.258,28.0,-0.871,-0.00192,0.5,0.223,28.0,3,trend-nonmomentum
ze_ctsk_750_ov,1.88,0.0075,0.464,0.341,28.0,0.766,0.00174,0.464,0.474,28.0,1,trend-nonmomentum
ze_ctsk_750_ld,0.612,0.00238,0.536,0.148,28.0,-0.843,-0.00188,0.571,0.322,28.0,2,trend-nonmomentum
ze_ctsk_750_ts,4.714,0.01803,0.679,0.087,28.0,-2.334,-0.00499,0.607,-0.258,28.0,3,trend-nonmomentum
ze_ctkt_750_pv,-2.784,-0.01122,0.571,-0.12,28.0,9.038,0.02103,0.714,0.55,28.0,4,trend-nonmomentum
ze_ctkt_750_pd,0.789,0.00312,0.5,0.109,28.0,-0.895,-0.00203,0.571,-0.356,28.0,2,trend-nonmomentum
ze_ctkt_750_ov,-5.968,-0.02311,0.714,-0.852,28.0,2.521,0.00588,0.571,0.112,28.0,2,trend-nonmomentum
ze_ctkt_750_ld,5.137,0.02028,0.714,0.305,28.0,-2.905,-0.00661,0.643,-0.535,28.0,2,trend-nonmomentum
ze_ctkt_750_ts,2.591,0.00996,0.5,0.744,28.0,-8.135,-0.01763,0.679,-0.782,28.0,3,trend-nonmomentum
ze_ctac_750_pv,-2.013,-0.00799,0.536,-0.662,28.0,1.446,0.00335,0.5,-0.125,28.0,2,trend-nonmomentum
ze_ctac_750_pd,1.723,0.00664,0.536,0.522,28.0,-1.801,-0.00395,0.536,-0.775,28.0,3,trend-nonmomentum
ze_ctac_750_ov,-3.297,-0.01297,0.607,-0.274,28.0,-1.41,-0.00318,0.536,-0.234,28.0,3,trend-nonmomentum
ze_ctac_750_ld,-3.225,-0.01274,0.571,-0.486,28.0,0.168,0.00038,0.5,0.318,28.0,2,trend-nonmomentum
ze_ctac_750_ts,0.282,0.00107,0.5,0.078,28.0,-2.091,-0.0045,0.536,-0.28,28.0,2,trend-nonmomentum
ze_mstsh_3,-1.008,-0.00211,0.5,-0.099,28.0,-2.563,-0.00561,0.643,-0.652,28.0,4,trend-nonmomentum
ze_mstsl_3,-1.207,-0.00253,0.571,-0.516,28.0,-0.356,-0.00078,0.464,-0.011,28.0,4,trend-nonmomentum
ze_msbrk_3,-1.166,-0.00246,0.5,0.23,28.0,-4.027,-0.00893,0.607,-0.678,28.0,4,trend-nonmomentum
ze_mspb_3,4.332,0.00911,0.679,0.81,28.0,-0.22,-0.00049,0.429,-0.022,28.0,3,trend-nonmomentum
ze_msimp_3,-2.516,-0.00568,0.571,-0.573,28.0,-2.431,-0.00534,0.607,-0.363,28.0,5,trend-nonmomentum
ze_mshh_3_20,-0.655,-0.00138,0.464,0.148,28.0,-3.635,-0.008,0.571,-0.61,28.0,5,trend-nonmomentum
ze_msll_3_20,0.885,0.00186,0.536,0.559,28.0,2.883,0.0063,0.5,0.907,28.0,5,trend-nonmomentum
ze_mshl_3_20,0.053,0.00011,0.5,-0.025,28.0,0.291,0.00064,0.429,0.167,28.0,2,trend-nonmomentum
ze_mslh_3_20,-0.454,-0.00095,0.536,0.214,28.0,7.061,0.01532,0.607,0.938,28.0,4,trend-nonmomentum
ze_msseq_3_20,-0.424,-0.00088,0.571,-0.022,28.0,-4.931,-0.01075,0.571,-0.835,28.0,4,trend-nonmomentum
ze_msfail_3_20,-1.45,-0.00299,0.571,0.039,28.0,3.562,0.0079,0.536,0.716,28.0,2,trend-nonmomentum
ze_mssr_3_20,-1.332,-0.00281,0.536,-0.082,28.0,2.503,0.00556,0.536,0.779,28.0,4,trend-nonmomentum
ze_mshh_3_40,3.906,0.00821,0.571,0.605,28.0,-2.19,-0.00486,0.5,-0.655,28.0,2,trend-nonmomentum
ze_msll_3_40,2.879,0.00605,0.571,0.659,28.0,-0.392,-0.00085,0.607,0.246,28.0,2,trend-nonmomentum
ze_mshl_3_40,1.295,0.00271,0.536,-0.038,28.0,1.237,0.0027,0.429,0.091,28.0,4,trend-nonmomentum
ze_mslh_3_40,2.276,0.0048,0.464,0.094,28.0,2.551,0.00558,0.536,0.908,28.0,4,trend-nonmomentum
ze_msseq_3_40,0.593,0.00124,0.5,0.461,28.0,-4.086,-0.00898,0.607,-0.432,28.0,4,trend-nonmomentum
ze_msfail_3_40,0.512,0.00107,0.464,0.375,28.0,3.675,0.00802,0.643,0.972,28.0,4,trend-nonmomentum
ze_mssr_3_40,0.603,0.00128,0.5,0.109,28.0,2.489,0.00546,0.536,0.787,28.0,3,trend-nonmomentum
ze_mshh_3_60,1.859,0.0039,0.571,0.734,28.0,1.627,0.00354,0.536,0.098,28.0,4,trend-nonmomentum
ze_msll_3_60,1.009,0.00212,0.536,0.036,28.0,2.689,0.00578,0.607,0.361,28.0,5,trend-nonmomentum
ze_mshl_3_60,2.269,0.00475,0.643,0.437,28.0,3.222,0.007,0.5,0.502,28.0,4,trend-nonmomentum
ze_mslh_3_60,2.566,0.00543,0.643,0.574,28.0,4.866,0.01049,0.607,0.38,28.0,5,trend-nonmomentum
ze_msseq_3_60,-0.826,-0.00172,0.607,0.161,28.0,-0.638,-0.00136,0.5,-0.056,28.0,3,trend-nonmomentum
ze_msfail_3_60,3.753,0.00791,0.607,0.734,28.0,3.869,0.00855,0.607,0.852,28.0,5,trend-nonmomentum
ze_mssr_3_60,4.542,0.00967,0.643,0.958,28.0,2.962,0.00646,0.5,0.961,28.0,5,trend-nonmomentum
ze_mshh_3_90,-0.332,-0.00071,0.571,0.015,28.0,-1.65,-0.00363,0.571,-0.143,28.0,3,trend-nonmomentum
ze_msll_3_90,-0.769,-0.00164,0.536,-0.502,28.0,-0.946,-0.0021,0.5,-0.586,28.0,2,trend-nonmomentum
ze_mshl_3_90,3.117,0.00662,0.679,0.395,28.0,2.323,0.00505,0.679,0.466,28.0,5,trend-nonmomentum
ze_mslh_3_90,0.999,0.00214,0.571,-0.048,28.0,3.798,0.00829,0.714,0.61,28.0,5,trend-nonmomentum
ze_msseq_3_90,0.774,0.00164,0.429,0.434,28.0,0.02,4e-05,0.536,0.4,28.0,3,trend-nonmomentum
ze_msfail_3_90,3.256,0.00694,0.5,0.704,28.0,2.662,0.00585,0.571,0.751,28.0,5,trend-nonmomentum
ze_mssr_3_90,8.904,0.01922,0.714,0.858,28.0,1.439,0.00316,0.607,0.543,28.0,4,trend-nonmomentum
ze_mshh_3_120,-0.811,-0.00176,0.5,-0.431,28.0,0.895,0.00198,0.536,0.391,28.0,4,trend-nonmomentum
ze_msll_3_120,4.285,0.00915,0.679,0.716,28.0,-2.258,-0.00492,0.571,-0.704,28.0,2,trend-nonmomentum
ze_mshl_3_120,-3.082,-0.00667,0.536,-0.254,28.0,2.907,0.00635,0.571,0.605,28.0,2,trend-nonmomentum
ze_mslh_3_120,0.993,0.00216,0.429,0.384,28.0,-2.073,-0.00456,0.571,-0.389,28.0,2,trend-nonmomentum
ze_msseq_3_120,-2.848,-0.00615,0.5,-0.837,28.0,2.418,0.00528,0.643,0.917,28.0,3,trend-nonmomentum
ze_msfail_3_120,0.662,0.00144,0.607,0.57,28.0,-0.871,-0.00191,0.536,0.003,28.0,4,trend-nonmomentum
ze_mssr_3_120,2.54,0.0055,0.464,0.741,28.0,-0.8,-0.00177,0.679,-0.841,28.0,3,trend-nonmomentum
ze_mshh_3_250,0.293,0.00065,0.5,-0.244,28.0,1.546,0.00338,0.536,-0.068,28.0,4,trend-nonmomentum
ze_msll_3_250,-5.501,-0.01228,0.607,-0.98,28.0,0.338,0.00074,0.464,-0.256,28.0,2,trend-nonmomentum
ze_mshl_3_250,2.427,0.00541,0.5,0.911,28.0,-3.83,-0.00832,0.679,-0.369,28.0,4,trend-nonmomentum
ze_mslh_3_250,-0.802,-0.0018,0.464,-0.437,28.0,3.459,0.00756,0.571,0.357,28.0,3,trend-nonmomentum
ze_msseq_3_250,2.292,0.00518,0.536,0.726,28.0,-0.373,-0.00081,0.607,-0.289,28.0,2,trend-nonmomentum
ze_msfail_3_250,0.467,0.00103,0.357,-0.283,28.0,2.508,0.00557,0.5,0.667,28.0,4,trend-nonmomentum
ze_mssr_3_250,3.761,0.00837,0.607,0.813,28.0,1.089,0.0024,0.536,0.72,28.0,4,trend-nonmomentum
ze_mshh_3_500,1.066,0.00259,0.464,0.097,28.0,-4.849,-0.01058,0.679,-0.816,28.0,4,trend-nonmomentum
ze_msll_3_500,-0.693,-0.00167,0.5,0.005,28.0,5.004,0.01087,0.607,0.332,28.0,5,trend-nonmomentum
ze_mshl_3_500,-0.799,-0.00193,0.607,-0.228,28.0,-4.13,-0.0089,0.643,-0.726,28.0,4,trend-nonmomentum
ze_mslh_3_500,-0.61,-0.00149,0.536,-0.244,28.0,8.436,0.01822,0.821,0.794,28.0,4,trend-nonmomentum
ze_msseq_3_500,-0.576,-0.0014,0.571,-0.074,28.0,-5.629,-0.01209,0.643,-0.693,28.0,3,trend-nonmomentum
ze_msfail_3_500,-0.025,-6e-05,0.5,0.266,28.0,3.601,0.00804,0.536,0.517,28.0,4,trend-nonmomentum
ze_mssr_3_500,2.113,0.00506,0.536,0.787,28.0,4.445,0.00978,0.679,0.948,28.0,4,trend-nonmomentum
ze_mshh_3_750,-0.449,-0.00118,0.571,-0.164,28.0,0.141,0.00031,0.571,-0.394,28.0,3,trend-nonmomentum
ze_msll_3_750,-0.713,-0.00189,0.464,-0.357,28.0,4.158,0.00913,0.571,0.872,28.0,3,trend-nonmomentum
ze_mshl_3_750,7.905,0.02066,0.786,0.952,28.0,-0.71,-0.00155,0.357,-0.017,28.0,0,trend-nonmomentum
ze_mslh_3_750,3.974,0.01041,0.607,0.436,28.0,4.553,0.00993,0.607,0.806,28.0,5,trend-nonmomentum
ze_msseq_3_750,0.049,0.00013,0.464,0.25,28.0,-4.486,-0.00977,0.643,-0.684,28.0,3,trend-nonmomentum
ze_msfail_3_750,0.566,0.00147,0.536,-0.123,28.0,8.459,0.01846,0.679,0.899,28.0,5,trend-nonmomentum
ze_mssr_3_750,0.774,0.00202,0.5,0.488,28.0,7.942,0.01741,0.714,0.978,28.0,5,trend-nonmomentum
ze_mstsh_5,-2.722,-0.00564,0.643,-0.317,28.0,0.558,0.00122,0.571,0.456,28.0,2,trend-nonmomentum
ze_mstsl_5,-1.324,-0.00276,0.536,-0.208,28.0,-1.411,-0.00312,0.571,-0.643,28.0,5,trend-nonmomentum
ze_msbrk_5,-3.738,-0.00794,0.571,-0.876,28.0,-0.754,-0.00168,0.5,-0.599,28.0,4,trend-nonmomentum
ze_mspb_5,-1.098,-0.00232,0.5,0.08,28.0,1.1,0.00241,0.536,0.482,28.0,3,trend-nonmomentum
ze_msimp_5,-3.566,-0.00803,0.607,-0.91,28.0,0.87,0.00195,0.5,0.2,28.0,2,trend-nonmomentum
ze_mshh_5_20,4.863,0.01036,0.607,0.679,28.0,-1.834,-0.00414,0.679,-0.536,28.0,2,trend-nonmomentum
ze_msll_5_20,3.128,0.00667,0.464,0.635,28.0,6.069,0.01323,0.536,0.583,28.0,4,trend-nonmomentum
ze_mshl_5_20,3.906,0.00848,0.714,0.459,28.0,-0.12,-0.00027,0.536,-0.207,28.0,3,trend-nonmomentum
ze_mslh_5_20,-1.017,-0.00215,0.464,0.131,28.0,0.541,0.00121,0.571,0.45,28.0,4,trend-nonmomentum
ze_msseq_5_20,-0.452,-0.00094,0.5,-0.114,28.0,-6.837,-0.01504,0.75,-0.864,28.0,4,trend-nonmomentum
ze_msfail_5_20,0.746,0.00159,0.536,0.416,28.0,-3.257,-0.0072,0.679,-0.68,28.0,3,trend-nonmomentum
ze_mssr_5_20,5.547,0.01151,0.714,0.931,28.0,-3.039,-0.00661,0.571,-0.275,28.0,3,trend-nonmomentum
ze_mshh_5_40,1.995,0.00427,0.571,0.907,28.0,-5.784,-0.01284,0.679,-0.394,28.0,4,trend-nonmomentum
ze_msll_5_40,0.765,0.00162,0.464,0.459,28.0,-4.441,-0.00983,0.536,-0.932,28.0,5,trend-nonmomentum
ze_mshl_5_40,3.446,0.00736,0.5,0.845,28.0,-1.712,-0.00373,0.5,-0.012,28.0,3,trend-nonmomentum
ze_mslh_5_40,0.232,0.00049,0.5,0.474,28.0,0.194,0.00043,0.464,0.033,28.0,3,trend-nonmomentum
ze_msseq_5_40,-2.208,-0.00468,0.5,-0.189,28.0,-1.889,-0.0041,0.607,-0.327,28.0,4,trend-nonmomentum
ze_msfail_5_40,1.21,0.00256,0.5,0.508,28.0,-3.456,-0.00763,0.643,-0.588,28.0,3,trend-nonmomentum
ze_mssr_5_40,4.887,0.01026,0.607,0.961,28.0,-3.971,-0.00856,0.607,-0.373,28.0,3,trend-nonmomentum
ze_mshh_5_60,1.296,0.00273,0.464,0.078,28.0,-1.613,-0.00348,0.536,-0.175,28.0,3,trend-nonmomentum
ze_msll_5_60,4.408,0.0094,0.536,0.43,28.0,-0.677,-0.00148,0.5,-0.318,28.0,3,trend-nonmomentum
ze_mshl_5_60,1.258,0.00268,0.5,0.563,28.0,-2.472,-0.00539,0.536,-0.629,28.0,3,trend-nonmomentum
ze_mslh_5_60,6.293,0.01339,0.571,0.907,28.0,-1.72,-0.00375,0.607,-0.266,28.0,2,trend-nonmomentum
ze_msseq_5_60,-4.027,-0.00848,0.607,-0.761,28.0,-0.024,-5e-05,0.571,-0.16,28.0,3,trend-nonmomentum
ze_msfail_5_60,3.809,0.00818,0.607,0.801,28.0,-1.604,-0.0035,0.429,-0.009,28.0,4,trend-nonmomentum
ze_mssr_5_60,7.799,0.0167,0.786,0.737,28.0,-2.399,-0.00523,0.5,-0.197,28.0,1,trend-nonmomentum
ze_mshh_5_90,4.836,0.01049,0.643,0.627,28.0,0.041,9e-05,0.536,0.288,28.0,5,trend-nonmomentum
ze_msll_5_90,2.275,0.00495,0.536,0.335,28.0,3.336,0.00739,0.607,0.84,28.0,5,trend-nonmomentum
ze_mshl_5_90,5.225,0.01118,0.607,0.539,28.0,-0.094,-0.00021,0.393,-0.054,28.0,1,trend-nonmomentum
ze_mslh_5_90,4.632,0.00992,0.679,0.333,28.0,1.799,0.00397,0.536,0.177,28.0,4,trend-nonmomentum
ze_msseq_5_90,-0.821,-0.00178,0.536,-0.194,28.0,-0.716,-0.00158,0.536,-0.124,28.0,4,trend-nonmomentum
ze_msfail_5_90,2.426,0.00523,0.571,0.963,28.0,3.025,0.00662,0.5,0.6,28.0,5,trend-nonmomentum
ze_mssr_5_90,7.337,0.0157,0.679,0.756,28.0,0.506,0.00111,0.5,0.461,28.0,5,trend-nonmomentum
ze_mshh_5_120,2.863,0.00628,0.643,0.855,28.0,1.168,0.00258,0.429,-0.072,28.0,5,trend-nonmomentum
ze_msll_5_120,3.11,0.00675,0.643,0.604,28.0,2.304,0.00517,0.464,0.468,28.0,6,trend-nonmomentum
ze_mshl_5_120,-1.149,-0.00248,0.464,-0.425,28.0,-2.076,-0.00451,0.536,-0.306,28.0,3,trend-nonmomentum
ze_mslh_5_120,4.691,0.01008,0.643,0.376,28.0,-2.483,-0.00542,0.607,-0.383,28.0,1,trend-nonmomentum
ze_msseq_5_120,-1.608,-0.00346,0.536,-0.878,28.0,-1.083,-0.00236,0.5,-0.185,28.0,3,trend-nonmomentum
ze_msfail_5_120,3.456,0.00744,0.5,0.952,28.0,0.691,0.00153,0.393,-0.205,28.0,4,trend-nonmomentum
ze_mssr_5_120,6.119,0.01324,0.679,0.648,28.0,0.672,0.00148,0.536,0.574,28.0,4,trend-nonmomentum
ze_mshh_5_250,5.139,0.01161,0.643,0.715,28.0,0.262,0.00057,0.5,0.214,28.0,4,trend-nonmomentum
ze_msll_5_250,-0.519,-0.00118,0.429,0.166,28.0,1.579,0.00347,0.571,0.649,28.0,4,trend-nonmomentum
ze_mshl_5_250,2.765,0.00616,0.607,0.835,28.0,-6.41,-0.01404,0.679,-0.97,28.0,4,trend-nonmomentum
ze_mslh_5_250,3.823,0.00861,0.679,0.893,28.0,-1.054,-0.00229,0.5,0.209,28.0,3,trend-nonmomentum
ze_msseq_5_250,0.458,0.00104,0.571,0.293,28.0,-3.59,-0.00783,0.607,-0.826,28.0,2,trend-nonmomentum
ze_msfail_5_250,3.115,0.00702,0.714,0.647,28.0,-0.297,-0.00066,0.571,0.291,28.0,1,trend-nonmomentum
ze_mssr_5_250,5.956,0.01349,0.714,0.706,28.0,5.173,0.01143,0.679,0.824,28.0,6,trend-nonmomentum
ze_mshh_5_500,5.495,0.0135,0.643,0.404,28.0,-5.345,-0.01168,0.643,-0.469,28.0,4,trend-nonmomentum
ze_msll_5_500,4.813,0.01184,0.571,0.321,28.0,3.152,0.00696,0.464,0.92,28.0,4,trend-nonmomentum
ze_mshl_5_500,-3.438,-0.0084,0.607,-0.329,28.0,-4.879,-0.01068,0.679,-0.939,28.0,3,trend-nonmomentum
ze_mslh_5_500,2.492,0.00604,0.571,0.443,28.0,4.173,0.00907,0.679,0.424,28.0,4,trend-nonmomentum
ze_msseq_5_500,-0.743,-0.00181,0.464,-0.229,28.0,-6.837,-0.01468,0.75,-0.865,28.0,5,trend-nonmomentum
ze_msfail_5_500,2.03,0.00494,0.5,0.579,28.0,0.98,0.00216,0.571,0.581,28.0,4,trend-nonmomentum
ze_mssr_5_500,4.307,0.01039,0.536,0.812,28.0,2.718,0.006,0.607,0.664,28.0,4,trend-nonmomentum
ze_mshh_5_750,0.51,0.00136,0.464,0.356,28.0,-0.69,-0.00154,0.464,-0.557,28.0,3,trend-nonmomentum
ze_msll_5_750,2.392,0.00639,0.536,0.397,28.0,4.911,0.01094,0.643,0.936,28.0,3,trend-nonmomentum
ze_mshl_5_750,4.071,0.01064,0.643,0.751,28.0,-3.676,-0.00811,0.679,-0.897,28.0,1,trend-nonmomentum
ze_mslh_5_750,4.576,0.01208,0.607,0.445,28.0,3.78,0.00836,0.5,0.906,28.0,5,trend-nonmomentum
ze_msseq_5_750,-0.261,-0.00068,0.536,0.171,28.0,-3.723,-0.00818,0.643,-0.642,28.0,3,trend-nonmomentum
ze_msfail_5_750,4.763,0.01261,0.536,0.833,28.0,1.457,0.00318,0.643,0.569,28.0,3,trend-nonmomentum
ze_mssr_5_750,6.358,0.0167,0.607,0.793,28.0,7.174,0.01576,0.714,0.73,28.0,5,trend-nonmomentum
ze_mstsh_8,-5.836,-0.01201,0.714,-0.415,28.0,-0.441,-0.00097,0.536,-0.242,28.0,5,trend-nonmomentum
ze_mstsl_8,-7.323,-0.01508,0.857,-0.488,28.0,-7.585,-0.01665,0.786,-0.97,28.0,6,trend-nonmomentum
ze_msbrk_8,-9.04,-0.01969,0.714,-0.604,28.0,-0.527,-0.0012,0.643,-0.12,28.0,4,trend-nonmomentum
ze_mspb_8,2.441,0.00514,0.464,0.437,28.0,-3.326,-0.00738,0.75,-0.395,28.0,2,trend-nonmomentum
ze_msimp_8,-6.426,-0.01443,0.607,-0.635,28.0,-1.563,-0.00348,0.5,-0.337,28.0,5,trend-nonmomentum
ze_mshh_8_20,-1.423,-0.00318,0.571,0.021,28.0,0.882,0.00211,0.5,0.539,28.0,3,trend-nonmomentum
ze_msll_8_20,0.899,0.00205,0.464,0.715,28.0,4.24,0.00998,0.571,0.78,28.0,4,trend-nonmomentum
ze_mshl_8_20,4.691,0.01057,0.643,0.895,28.0,1.479,0.00353,0.571,0.639,28.0,4,trend-nonmomentum
ze_mslh_8_20,5.609,0.01288,0.75,0.898,28.0,-0.937,-0.00224,0.536,0.213,28.0,2,trend-nonmomentum
ze_msseq_8_20,-0.611,-0.00128,0.536,-0.188,28.0,-2.368,-0.00523,0.536,-0.883,28.0,4,trend-nonmomentum
ze_msfail_8_20,4.348,0.00951,0.571,0.946,28.0,3.298,0.00753,0.536,0.783,28.0,5,trend-nonmomentum
ze_mssr_8_20,6.754,0.01429,0.714,0.943,28.0,2.223,0.00484,0.571,0.825,28.0,4,trend-nonmomentum
ze_mshh_8_40,3.197,0.00705,0.5,0.62,28.0,-0.878,-0.00199,0.607,0.123,28.0,2,trend-nonmomentum
ze_msll_8_40,-3.422,-0.00757,0.571,-0.36,28.0,3.332,0.00775,0.571,0.215,28.0,4,trend-nonmomentum
ze_mshl_8_40,4.819,0.01052,0.536,0.677,28.0,1.714,0.00403,0.571,0.338,28.0,4,trend-nonmomentum
ze_mslh_8_40,3.002,0.00656,0.679,0.81,28.0,1.034,0.00236,0.5,0.511,28.0,3,trend-nonmomentum
ze_msseq_8_40,0.29,0.00062,0.464,0.48,28.0,-2.306,-0.00522,0.5,-0.408,28.0,3,trend-nonmomentum
ze_msfail_8_40,7.795,0.01668,0.714,0.821,28.0,2.371,0.00529,0.536,0.626,28.0,5,trend-nonmomentum
ze_mssr_8_40,6.901,0.01451,0.786,0.858,28.0,2.918,0.0064,0.571,0.866,28.0,6,trend-nonmomentum
ze_mshh_8_60,4.457,0.00958,0.607,0.674,28.0,3.063,0.00676,0.571,0.395,28.0,4,trend-nonmomentum
ze_msll_8_60,-0.392,-0.00086,0.464,-0.204,28.0,0.474,0.00105,0.464,0.423,28.0,2,trend-nonmomentum
ze_mshl_8_60,3.456,0.00749,0.643,0.363,28.0,3.097,0.00687,0.536,0.638,28.0,4,trend-nonmomentum
ze_mslh_8_60,3.395,0.00742,0.464,0.121,28.0,-1.117,-0.00254,0.607,-0.508,28.0,4,trend-nonmomentum
ze_msseq_8_60,4.275,0.00908,0.643,0.219,28.0,0.525,0.00114,0.536,0.124,28.0,3,trend-nonmomentum
ze_msfail_8_60,1.464,0.00318,0.5,0.534,28.0,6.958,0.01543,0.571,0.662,28.0,6,trend-nonmomentum
ze_mssr_8_60,4.077,0.0087,0.571,0.917,28.0,3.577,0.00786,0.607,0.979,28.0,5,trend-nonmomentum
ze_mshh_8_90,0.761,0.00168,0.464,0.336,28.0,3.978,0.00899,0.679,0.496,28.0,4,trend-nonmomentum
ze_msll_8_90,3.684,0.00815,0.643,0.744,28.0,1.282,0.00288,0.464,0.326,28.0,5,trend-nonmomentum
ze_mshl_8_90,3.245,0.00707,0.536,0.43,28.0,0.72,0.00164,0.571,0.545,28.0,4,trend-nonmomentum
ze_mslh_8_90,0.681,0.0015,0.429,0.43,28.0,-1.033,-0.00233,0.5,-0.632,28.0,4,trend-nonmomentum
ze_msseq_8_90,-1.217,-0.00257,0.607,-0.487,28.0,0.933,0.00204,0.464,-0.02,28.0,2,trend-nonmomentum
ze_msfail_8_90,2.553,0.00544,0.5,0.437,28.0,4.479,0.00997,0.536,0.529,28.0,5,trend-nonmomentum
ze_mssr_8_90,6.954,0.0149,0.536,0.931,28.0,0.988,0.00216,0.536,0.131,28.0,5,trend-nonmomentum
ze_mshh_8_120,0.558,0.00124,0.5,-0.03,28.0,2.417,0.00545,0.607,0.725,28.0,3,trend-nonmomentum
ze_msll_8_120,4.288,0.00944,0.571,0.598,28.0,4.354,0.01008,0.571,0.589,28.0,6,trend-nonmomentum
ze_mshl_8_120,-1.508,-0.00334,0.464,-0.431,28.0,-2.8,-0.00632,0.5,-0.408,28.0,4,trend-nonmomentum
ze_mslh_8_120,4.067,0.00904,0.607,0.877,28.0,1.798,0.00404,0.571,-0.123,28.0,5,trend-nonmomentum
ze_msseq_8_120,-3.323,-0.00708,0.571,-0.656,28.0,-0.966,-0.00214,0.464,-0.237,28.0,4,trend-nonmomentum
